order_id,date_commande,client_id,region,produit,categorie,prix_unitaire,quantite,total,moyen_paiement
10313,2025-11-23,1185,Est,Clavier mecanique,Accessoires,170.77,4,683.08,CB
10314,2025-11-23,1237,Nord,Tablette,Electronique,544.26,1,544.26,CB
10315,2025-11-23,1249,Nord,Tablette,Electronique,179.35,1,179.35,CB
10316,2025-11-24,1167,Ouest,Ecran 27 pouces,Electronique,500.87,4,2003.48,PayPal
10317,2025-11-24,1170,Est,Enceinte bluetooth,Accessoires,111.93,1,111.93,CB
10318,2025-11-24,1143,Centre,Casque audio,Accessoires,121.3,1,121.3,CB
10319,2025-11-25,1212,Centre,Ecran 27 pouces,Electronique,388.18,1,388.18,PayPal
10320,2025-11-25,1149,Nord,Souris sans fil,Accessoires,15.94,1,15.94,CB
10321,2025-11-25,1236,Centre,Ecran 27 pouces,Electronique,529.63,1,529.63,PayPal
10322,2025-11-27,1191,Sud,Casque audio,Accessoires,42.53,1,42.53,CB
10323,2025-11-27,1045,Est,Souris sans fil,Accessoires,23.56,2,47.12,CB
10324,2025-11-28,1059,Nord,Casque audio,Accessoires,59.78,1,59.78,PayPal
10325,2025-11-28,1037,Centre,Ecran 27 pouces,Electronique,163.38,1,163.38,Virement
10326,2025-11-29,1237,Centre,Tablette,Electronique,244.25,5,1221.25,CB
10327,2025-11-29,1093,Nord,Souris sans fil,Accessoires,52.4,3,157.2,CB
10328,2025-11-30,1015,Nord,Smartphone,Electronique,449.34,2,898.68,PayPal
10329,2025-11-30,1030,Ouest,Suite bureautique,Logiciels,76.84,5,384.2,CB
10330,2025-11-30,1034,Centre,Tablette,Electronique,639.72,1,639.72,CB
10331,2025-11-30,1070,Est,Souris sans fil,Accessoires,40.99,2,81.98,CB
10332,2025-11-30,1006,Centre,Ecran 27 pouces,Electronique,238.49,1,238.49,PayPal
10333,2025-11-30,1227,Est,Ecran 27 pouces,Electronique,526.84,3,1580.52,CB
10334,2025-11-30,1248,Centre,Suite bureautique,Logiciels,224.65,3,673.95,CB
10335,2025-12-01,1100,Est,Licence antivirus,Logiciels,72.23,1,72.23,CB
10336,2025-12-01,1038,Ouest,Ecran 27 pouces,Electronique,459.63,1,459.63,PayPal
10337,2025-12-02,1017,Nord,Souris sans fil,Accessoires,33.13,2,66.26,CB
10338,2025-12-02,1130,Sud,Ecran 27 pouces,Electronique,324.31,2,648.62,CB
10339,2025-12-03,1035,Sud,Webcam HD,Accessoires,70.35,1,70.35,PayPal
10340,2025-12-04,1041,Centre,Ecran 27 pouces,Electronique,466.3,1,466.3,CB
10341,2025-12-05,1135,Nord,Disque dur externe,Accessoires,149.66,1,149.66,PayPal
10342,2025-12-05,1107,Nord,Ordinateur portable,Electronique,1119.03,1,1119.03,CB
10343,2025-12-06,1216,Nord,Tablette,Electronique,269.37,1,269.37,PayPal
10344,2025-12-06,1127,Nord,Smartphone,Electronique,1090.41,1,1090.41,CB
10345,2025-12-06,1017,Ouest,Ecran 27 pouces,Electronique,522.81,1,522.81,CB
10346,2025-12-07,1106,Sud,Tablette,Electronique,317.92,1,317.92,PayPal
10347,2025-12-07,1096,Nord,Suite bureautique,Logiciels,79.34,2,158.68,PayPal
10348,2025-12-07,1102,Sud,Webcam HD,Accessoires,67.93,5,339.65,CB
10349,2025-12-07,1168,Est,Ecran 27 pouces,Electronique,319.79,1,319.79,PayPal
10350,2025-12-08,1149,Est,Ordinateur portable,Electronique,1430.22,1,1430.22,Virement
10351,2025-12-09,1067,Est,Tablette,Electronique,386.15,1,386.15,CB
10352,2025-12-09,1032,Centre,Tablette,Electronique,439.45,1,439.45,PayPal
10353,2025-12-09,1106,Est,Ordinateur portable,Electronique,1027.45,1,1027.45,CB
10354,2025-12-09,1185,Sud,Smartphone,Electronique,335.77,1,335.77,CB
10355,2025-12-10,1047,Est,Suite bureautique,Logiciels,248.71,1,248.71,PayPal
10356,2025-12-10,1012,Nord,Clavier mecanique,Accessoires,40.62,1,40.62,Virement
10357,2025-12-10,1107,Sud,Casque audio,Accessoires,229.66,1,229.66,Virement
10358,2025-12-10,1053,Nord,Casque audio,Accessoires,84.39,1,84.39,CB
10359,2025-12-10,1174,Est,Tablette,Electronique,211.09,1,211.09,CB
10360,2025-12-11,1230,Nord,Disque dur externe,Accessoires,86.42,1,86.42,CB
10361,2025-12-11,1170,Est,Disque dur externe,Accessoires,150.28,1,150.28,CB
10362,2025-12-12,1127,Nord,Clavier mecanique,Accessoires,72.72,2,145.44,Virement
10363,2025-12-12,1157,Ouest,Casque audio,Accessoires,200.72,1,200.72,Virement
10364,2025-12-14,1069,Centre,Tablette,Electronique,392.43,1,392.43,CB
10365,2025-12-14,1029,Nord,Ordinateur portable,Electronique,1481.13,1,1481.13,CB
10366,2025-12-14,1076,Centre,Smartphone,Electronique,228.27,1,228.27,CB
10367,2025-12-14,1024,Sud,Tablette,Electronique,708.45,1,708.45,CB
10368,2025-12-14,1124,Ouest,Souris sans fil,Accessoires,15.05,1,15.05,CB
10369,2025-12-14,1111,Ouest,Souris sans fil,Accessoires,18.95,1,18.95,CB
10370,2025-12-14,1003,Nord,Tablette,Electronique,713.23,1,713.23,CB
10371,2025-12-14,1242,Sud,Casque audio,Accessoires,117.12,1,117.12,CB
10372,2025-12-16,1023,Nord,Enceinte bluetooth,Accessoires,55.94,2,111.88,PayPal
10373,2025-12-16,1094,Ouest,Ecran 27 pouces,Electronique,583.06,2,1166.12,CB
10374,2025-12-17,1239,Nord,Enceinte bluetooth,Accessoires,148.73,1,148.73,PayPal
10375,2025-12-17,1232,Sud,Suite bureautique,Logiciels,215.05,1,215.05,CB
10376,2025-12-17,1209,Est,Enceinte bluetooth,Accessoires,56.82,1,56.82,CB
10377,2025-12-17,1211,Ouest,Webcam HD,Accessoires,51.11,1,51.11,CB
10378,2025-12-18,1195,Sud,Ecran 27 pouces,Electronique,478.68,1,478.68,PayPal
10379,2025-12-18,1013,Centre,Casque audio,Accessoires,121.95,2,243.9,PayPal
10380,2025-12-18,1224,Centre,Suite bureautique,Logiciels,93.71,1,93.71,CB
10381,2025-12-18,1140,Centre,Enceinte bluetooth,Accessoires,61.99,1,61.99,PayPal
10382,2025-12-19,1035,Est,Enceinte bluetooth,Accessoires,69.22,2,138.44,CB
10383,2025-12-19,1208,Ouest,Casque audio,Accessoires,109.48,1,109.48,CB
10384,2025-12-20,1077,Centre,Enceinte bluetooth,Accessoires,152.35,2,304.7,Virement
10385,2025-12-20,1121,Nord,Licence antivirus,Logiciels,32.63,1,32.63,CB
10386,2025-12-20,1066,Nord,Smartphone,Electronique,307.69,5,1538.45,CB
10387,2025-12-21,1085,Nord,Ecran 27 pouces,Electronique,407.73,1,407.73,CB
10388,2025-12-21,1190,Ouest,Smartphone,Electronique,474.51,1,474.51,CB
10389,2025-12-22,1118,Sud,Licence antivirus,Logiciels,34.21,1,34.21,CB
10390,2025-12-22,1203,Ouest,Smartphone,Electronique,403.33,1,403.33,CB
10391,2025-12-22,1169,Ouest,Ordinateur portable,Electronique,490.0,1,490.0,PayPal
10392,2025-12-23,1065,Centre,Ecran 27 pouces,Electronique,185.42,1,185.42,CB
10393,2025-12-23,1057,Nord,Smartphone,Electronique,892.1,2,1784.2,CB
10394,2025-12-25,1222,Est,Tablette,Electronique,661.68,1,661.68,CB
10395,2025-12-25,1074,Nord,Webcam HD,Accessoires,101.33,1,101.33,CB
10396,2025-12-25,1080,Centre,Tablette,Electronique,644.84,2,1289.68,PayPal
10397,2025-12-25,1009,Ouest,Casque audio,Accessoires,226.87,2,453.74,CB
10398,2025-12-25,1201,Ouest,Tablette,Electronique,246.39,2,492.78,PayPal
10399,2025-12-25,1152,Sud,Ordinateur portable,Electronique,1661.91,1,1661.91,CB
10400,2025-12-25,1091,Sud,Casque audio,Accessoires,249.12,3,747.36,PayPal
10401,2025-12-26,1117,Centre,Tablette,Electronique,214.45,1,214.45,CB
10402,2025-12-26,1127,Est,Webcam HD,Accessoires,75.67,1,75.67,CB
10403,2025-12-26,1016,Ouest,Smartphone,Electronique,201.21,2,402.42,PayPal
10404,2025-12-27,1161,Est,Ecran 27 pouces,Electronique,377.59,1,377.59,CB
10405,2025-12-27,1237,Sud,Clavier mecanique,Accessoires,133.18,1,133.18,CB
10406,2025-12-28,1134,Ouest,Tablette,Electronique,332.8,1,332.8,Virement
10407,2025-12-28,1025,Ouest,Licence antivirus,Logiciels,67.06,1,67.06,PayPal
10408,2025-12-28,1060,Sud,Casque audio,Accessoires,126.88,1,126.88,CB
10409,2025-12-28,1204,Est,Ordinateur portable,Electronique,1749.51,1,1749.51,PayPal
10410,2025-12-28,1142,Nord,Licence antivirus,Logiciels,25.31,1,25.31,CB
10411,2025-12-28,1107,Nord,Disque dur externe,Accessoires,146.3,1,146.3,PayPal
10412,2025-12-29,1061,Centre,Ordinateur portable,Electronique,1789.63,1,1789.63,CB
10413,2025-12-29,1216,Est,Webcam HD,Accessoires,116.31,4,465.24,CB
10414,2025-12-29,1201,Est,Casque audio,Accessoires,154.63,1,154.63,CB
10415,2025-12-29,1081,Nord,Enceinte bluetooth,Accessoires,104.88,1,104.88,CB
10416,2025-12-30,1054,Est,Smartphone,Electronique,438.87,1,438.87,PayPal
10417,2025-12-30,1105,Centre,Smartphone,Electronique,357.12,1,357.12,Virement
10418,2025-12-31,1162,Centre,Clavier mecanique,Accessoires,176.76,5,883.8,PayPal
10419,2025-12-31,1046,Est,Enceinte bluetooth,Accessoires,98.58,3,295.74,CB
10420,2026-01-01,1048,Sud,Enceinte bluetooth,Accessoires,77.68,1,77.68,CB
10421,2026-01-02,1103,Ouest,Ecran 27 pouces,Electronique,191.67,1,191.67,CB
10422,2026-01-02,1197,Est,Ordinateur portable,Electronique,1421.61,1,1421.61,CB
10423,2026-01-02,1097,Centre,Suite bureautique,Logiciels,186.56,1,186.56,CB
10424,2026-01-02,1097,Ouest,Ecran 27 pouces,Electronique,596.33,2,1192.66,PayPal
10425,2026-01-02,1001,Nord,Smartphone,Electronique,1199.03,2,2398.06,CB
10426,2026-01-02,1123,Est,Licence antivirus,Logiciels,42.37,4,169.48,CB
10427,2026-01-03,1093,Centre,Casque audio,Accessoires,193.23,2,386.46,CB
10428,2026-01-04,1013,Est,Ordinateur portable,Electronique,656.31,1,656.31,PayPal
10429,2026-01-04,1025,Nord,Clavier mecanique,Accessoires,118.36,1,118.36,PayPal
10430,2026-01-04,1058,Est,Webcam HD,Accessoires,88.43,3,265.29,CB
10431,2026-01-06,1155,Centre,Souris sans fil,Accessoires,43.18,1,43.18,Virement
10432,2026-01-07,1109,Sud,Smartphone,Electronique,499.55,2,999.1,PayPal
10433,2026-01-07,1153,Nord,Clavier mecanique,Accessoires,137.88,1,137.88,CB
10434,2026-01-07,1122,Ouest,Tablette,Electronique,578.24,5,2891.2,Virement
10435,2026-01-07,1091,Sud,Licence antivirus,Logiciels,64.99,2,129.98,CB
10436,2026-01-07,1101,Ouest,Disque dur externe,Accessoires,205.91,1,205.91,CB
10437,2026-01-07,1234,Nord,Souris sans fil,Accessoires,59.09,1,59.09,CB
10438,2026-01-07,1044,Est,Smartphone,Electronique,637.66,3,1912.98,Virement
10439,2026-01-08,1010,Sud,Enceinte bluetooth,Accessoires,148.09,1,148.09,CB
10440,2026-01-08,1131,Nord,Smartphone,Electronique,539.01,1,539.01,CB
10441,2026-01-08,1233,Est,Tablette,Electronique,369.76,1,369.76,Virement
10442,2026-01-08,1014,Ouest,Clavier mecanique,Accessoires,175.43,1,175.43,PayPal
10443,2026-01-09,1188,Ouest,Webcam HD,Accessoires,61.95,1,61.95,PayPal
10444,2026-01-09,1098,Ouest,Ecran 27 pouces,Electronique,524.21,2,1048.42,PayPal
10445,2026-01-10,1079,Est,Ecran 27 pouces,Electronique,543.81,1,543.81,CB
10446,2026-01-11,1134,Ouest,Souris sans fil,Accessoires,40.42,2,80.84,CB
10447,2026-01-11,1100,Sud,Souris sans fil,Accessoires,25.54,2,51.08,PayPal
10448,2026-01-12,1116,Est,Souris sans fil,Accessoires,58.11,1,58.11,Virement
10449,2026-01-12,1030,Est,Tablette,Electronique,650.64,1,650.64,CB
10450,2026-01-13,1229,Est,Souris sans fil,Accessoires,55.77,1,55.77,CB
10451,2026-01-14,1167,Centre,Licence antivirus,Logiciels,68.16,1,68.16,CB
10452,2026-01-15,1064,Ouest,Smartphone,Electronique,1196.14,1,1196.14,PayPal
10453,2026-01-15,1055,Sud,Casque audio,Accessoires,93.54,1,93.54,CB
10454,2026-01-15,1227,Est,Smartphone,Electronique,489.73,1,489.73,CB
10455,2026-01-15,1009,Nord,Ordinateur portable,Electronique,1719.55,1,1719.55,CB
10456,2026-01-15,1225,Sud,Disque dur externe,Accessoires,189.74,1,189.74,CB
10457,2026-01-15,1235,Nord,Casque audio,Accessoires,232.82,1,232.82,CB
10458,2026-01-15,1146,Centre,Casque audio,Accessoires,287.13,3,861.39,CB
10459,2026-01-16,1169,Ouest,Clavier mecanique,Accessoires,43.49,2,86.98,PayPal
10460,2026-01-16,1101,Est,Ecran 27 pouces,Electronique,367.76,1,367.76,CB
10461,2026-01-16,1072,Sud,Licence antivirus,Logiciels,22.12,1,22.12,CB
10462,2026-01-17,1084,Nord,Enceinte bluetooth,Accessoires,116.34,2,232.68,CB
10463,2026-01-18,1189,Nord,Webcam HD,Accessoires,102.68,5,513.4,PayPal
10464,2026-01-18,1134,Centre,Ordinateur portable,Electronique,1861.04,1,1861.04,CB
10465,2026-01-19,1226,Ouest,Enceinte bluetooth,Accessoires,90.09,1,90.09,PayPal
10466,2026-01-19,1181,Ouest,Licence antivirus,Logiciels,67.25,1,67.25,PayPal
10467,2026-01-19,1225,Sud,Licence antivirus,Logiciels,32.68,1,32.68,CB
10468,2026-01-20,1225,Centre,Clavier mecanique,Accessoires,168.46,5,842.3,CB
10469,2026-01-20,1026,Nord,Ecran 27 pouces,Electronique,532.21,1,532.21,PayPal
10470,2026-01-20,1081,Nord,Suite bureautique,Logiciels,50.95,1,50.95,PayPal
10471,2026-01-21,1077,Sud,Smartphone,Electronique,1193.16,1,1193.16,CB
10472,2026-01-22,1107,Ouest,Ecran 27 pouces,Electronique,262.21,1,262.21,CB
10473,2026-01-22,1179,Sud,Enceinte bluetooth,Accessoires,112.0,1,112.0,PayPal
10474,2026-01-23,1109,Centre,Souris sans fil,Accessoires,27.0,1,27.0,CB
10475,2026-01-23,1183,Ouest,Casque audio,Accessoires,68.26,1,68.26,CB
10476,2026-01-23,1130,Nord,Ecran 27 pouces,Electronique,211.98,1,211.98,CB
10477,2026-01-23,1050,Sud,Suite bureautique,Logiciels,248.74,1,248.74,CB
10478,2026-01-23,1198,Centre,Tablette,Electronique,538.65,1,538.65,CB
10479,2026-01-24,1066,Sud,Ecran 27 pouces,Electronique,320.09,2,640.18,PayPal
10480,2026-01-25,1247,Nord,Smartphone,Electronique,1195.03,1,1195.03,CB
10481,2026-01-25,1173,Centre,Licence antivirus,Logiciels,43.4,1,43.4,CB
10482,2026-01-25,1018,Est,Tablette,Electronique,410.24,5,2051.2,Virement
10483,2026-01-25,1008,Centre,Souris sans fil,Accessoires,38.88,3,116.64,CB
10484,2026-01-25,1238,Nord,Licence antivirus,Logiciels,21.56,2,43.12,CB
10485,2026-01-25,1162,Ouest,Ecran 27 pouces,Electronique,411.72,1,411.72,CB
10486,2026-01-26,1058,Centre,Smartphone,Electronique,592.1,2,1184.2,PayPal
10487,2026-01-26,1218,Nord,Casque audio,Accessoires,261.78,2,523.56,CB
10488,2026-01-26,1184,Ouest,Ecran 27 pouces,Electronique,270.54,3,811.62,CB
10489,2026-01-26,1076,Nord,Suite bureautique,Logiciels,175.1,1,175.1,Virement
10490,2026-01-27,1242,Sud,Souris sans fil,Accessoires,55.66,1,55.66,PayPal
10491,2026-01-28,1062,Sud,Disque dur externe,Accessoires,64.64,1,64.64,CB
10492,2026-01-28,1090,Centre,Suite bureautique,Logiciels,157.41,1,157.41,CB
10493,2026-01-28,1170,Centre,Casque audio,Accessoires,63.75,1,63.75,Virement
10494,2026-01-28,1097,Sud,Tablette,Electronique,645.11,1,645.11,CB
10495,2026-01-28,1205,Centre,Licence antivirus,Logiciels,81.14,1,81.14,CB
10496,2026-01-29,1017,Ouest,Ecran 27 pouces,Electronique,377.65,1,377.65,PayPal
10497,2026-01-30,1074,Nord,Smartphone,Electronique,371.97,1,371.97,PayPal
10498,2026-01-31,1150,Sud,Webcam HD,Accessoires,114.92,1,114.92,CB
10499,2026-02-01,1176,Est,Enceinte bluetooth,Accessoires,72.76,1,72.76,PayPal
