transaction_id,date,type,category,amount_eur,client_id,sale_id,payment_status,invoice_number
FIN0000363,2024-09-09,Revenue,Subscription Revenue,2388.12,CL00222,SAL002581,Paid,FAC-000363
FIN0000365,2024-09-09,Revenue,One-time Revenue,1733.24,CL00482,SAL005873,Paid,FAC-000365
FIN0000372,2024-09-10,Revenue,One-time Revenue,1263.39,CL00348,SAL004226,Paid,FAC-000372
FIN0000430,2024-09-10,Revenue,Subscription Revenue,780.21,CL00387,SAL004690,Paid,FAC-000430
FIN0000481,2024-09-10,Revenue,Subscription Revenue,752.13,CL00347,SAL004184,Paid,FAC-000481
FIN0000377,2024-09-11,Revenue,Subscription Revenue,632.84,CL00302,SAL003590,Paid,FAC-000377
FIN0000375,2024-09-11,Revenue,Subscription Revenue,2263.31,CL00355,SAL004305,Paid,FAC-000375
FIN0006260,2024-09-11,Expense,OpenAI / LLM API,1309.5,,,Paid,DEP-006260
FIN0000487,2024-09-11,Revenue,Subscription Revenue,225.62,CL00461,SAL005609,Paid,FAC-000487
FIN0000491,2024-09-12,Revenue,One-time Revenue,14044.09,CL00347,SAL004189,Paid,FAC-000491
FIN0000537,2024-09-12,Revenue,Subscription Revenue,4690.57,CL00178,SAL002078,Paid,FAC-000537
FIN0006253,2024-09-12,Expense,Frais juridiques & conseil,709.69,,,Paid,DEP-006253
FIN0000538,2024-09-12,Revenue,Subscription Revenue,661.18,CL00421,SAL005119,Paid,FAC-000538
FIN0000384,2024-09-13,Revenue,One-time Revenue,1196.5,CL00009,SAL000084,Paid,FAC-000384
FIN0000544,2024-09-13,Revenue,Subscription Revenue,325.46,CL00386,SAL004656,Paid,FAC-000544
FIN0000542,2024-09-13,Revenue,Subscription Revenue,1261.93,CL00262,SAL003108,Paid,FAC-000542
FIN0000495,2024-09-14,Revenue,Subscription Revenue,539.78,CL00178,SAL002055,Paid,FAC-000495
FIN0000497,2024-09-14,Revenue,Subscription Revenue,440.2,CL00188,SAL002169,Paid,FAC-000497
FIN0000502,2024-09-15,Revenue,One-time Revenue,10223.63,CL00479,SAL005808,Paid,FAC-000502
FIN0006259,2024-09-15,Expense,OpenAI / LLM API,1309.5,,,Paid,DEP-006259
FIN0006255,2024-09-15,Expense,Frais juridiques & conseil,709.69,,,Paid,DEP-006255
FIN0000443,2024-09-15,Revenue,One-time Revenue,14065.23,CL00294,SAL003483,Paid,FAC-000443
FIN0000504,2024-09-15,Revenue,Subscription Revenue,372.2,CL00355,SAL004292,Paid,FAC-000504
FIN0000392,2024-09-15,Revenue,Subscription Revenue,2174.11,CL00251,SAL002918,Paid,FAC-000392
FIN0000393,2024-09-15,Revenue,One-time Revenue,4248.49,CL00334,SAL003971,Paid,FAC-000393
FIN0000446,2024-09-16,Revenue,Subscription Revenue,2054.12,CL00281,SAL003339,Paid,FAC-000446
FIN0000556,2024-09-16,Revenue,Subscription Revenue,1402.44,CL00117,SAL001375,Paid,FAC-000556
FIN0000553,2024-09-16,Revenue,Subscription Revenue,1339.15,CL00002,SAL000015,Paid,FAC-000553
FIN0000256,2024-09-17,Revenue,One-time Revenue,4582.84,CL00387,SAL004685,Late,FAC-000256
FIN0000562,2024-09-17,Revenue,Subscription Revenue,564.23,CL00054,SAL000530,Paid,FAC-000562
FIN0006258,2024-09-17,Expense,Déplacements & événements,607.25,,,Paid,DEP-006258
FIN0000447,2024-09-17,Revenue,Subscription Revenue,628.91,CL00280,SAL003300,Paid,FAC-000447
FIN0000448,2024-09-17,Revenue,Subscription Revenue,708.56,CL00220,SAL002520,Paid,FAC-000448
FIN0000404,2024-09-18,Revenue,One-time Revenue,1454.52,CL00347,SAL004172,Paid,FAC-000404
FIN0006248,2024-09-18,Expense,Infrastructure Cloud,2699.86,,,Paid,DEP-006248
FIN0000512,2024-09-18,Revenue,One-time Revenue,10107.97,CL00100,SAL001146,Paid,FAC-000512
FIN0000564,2024-09-18,Revenue,One-time Revenue,22323.05,CL00335,SAL004001,Paid,FAC-000564
FIN0006252,2024-09-18,Expense,Frais juridiques & conseil,709.69,,,Paid,DEP-006252
FIN0000454,2024-09-18,Revenue,Subscription Revenue,249.75,CL00399,SAL004865,Paid,FAC-000454
FIN0000456,2024-09-18,Revenue,One-time Revenue,6193.88,CL00122,SAL001460,Paid,FAC-000456
FIN0000457,2024-09-18,Revenue,Subscription Revenue,506.53,CL00397,SAL004783,Paid,FAC-000457
FIN0000350,2024-09-19,Revenue,Subscription Revenue,444.31,CL00417,SAL005090,Late,FAC-000350
FIN0000571,2024-09-19,Revenue,Subscription Revenue,2940.06,CL00133,SAL001639,Paid,FAC-000571
FIN0000516,2024-09-19,Revenue,One-time Revenue,1749.18,CL00241,SAL002805,Paid,FAC-000516
FIN0000460,2024-09-19,Revenue,Subscription Revenue,779.87,CL00199,SAL002296,Paid,FAC-000460
FIN0000462,2024-09-19,Revenue,One-time Revenue,1186.63,CL00344,SAL004124,Paid,FAC-000462
FIN0000463,2024-09-19,Revenue,One-time Revenue,854.26,CL00188,SAL002166,Paid,FAC-000463
FIN0000570,2024-09-19,Revenue,Subscription Revenue,3387.71,CL00125,SAL001551,Paid,FAC-000570
FIN0006256,2024-09-20,Expense,Déplacements & événements,607.25,,,Paid,DEP-006256
FIN0000572,2024-09-20,Revenue,Subscription Revenue,310.98,CL00074,SAL000825,Paid,FAC-000572
FIN0000413,2024-09-20,Revenue,One-time Revenue,1234.95,CL00251,SAL002922,Paid,FAC-000413
FIN0000521,2024-09-20,Revenue,Subscription Revenue,456.31,CL00069,SAL000725,Paid,FAC-000521
FIN0000520,2024-09-20,Revenue,One-time Revenue,20090.82,CL00335,SAL003990,Paid,FAC-000520
FIN0000467,2024-09-21,Revenue,Subscription Revenue,824.96,CL00355,SAL004313,Paid,FAC-000467
FIN0006254,2024-09-21,Expense,Frais juridiques & conseil,709.69,,,Paid,DEP-006254
FIN0000579,2024-09-21,Revenue,Subscription Revenue,1175.26,CL00061,SAL000656,Paid,FAC-000579
FIN0000584,2024-09-22,Revenue,Subscription Revenue,1195.96,CL00451,SAL005477,Paid,FAC-000584
FIN0006261,2024-09-22,Expense,OpenAI / LLM API,1309.5,,,Paid,DEP-006261
FIN0000471,2024-09-22,Revenue,One-time Revenue,2181.67,CL00482,SAL005880,Paid,FAC-000471
FIN0000581,2024-09-22,Revenue,One-time Revenue,24016.58,CL00253,SAL002951,Paid,FAC-000581
FIN0000524,2024-09-23,Revenue,One-time Revenue,1856.2,CL00387,SAL004692,Paid,FAC-000524
FIN0000522,2024-09-23,Revenue,One-time Revenue,1845.93,CL00465,SAL005655,Paid,FAC-000522
FIN0000587,2024-09-23,Revenue,Subscription Revenue,839.69,CL00011,SAL000119,Paid,FAC-000587
FIN0000476,2024-09-24,Revenue,Subscription Revenue,344.67,CL00176,SAL002040,Paid,FAC-000476
FIN0000475,2024-09-24,Revenue,One-time Revenue,925.68,CL00238,SAL002736,Paid,FAC-000475
FIN0006257,2024-09-25,Expense,Déplacements & événements,607.25,,,Paid,DEP-006257
FIN0006243,2024-09-25,Expense,Salaires & charges,22586.17,,,Paid,DEP-006243
FIN0000595,2024-09-25,Revenue,Subscription Revenue,767.85,CL00073,SAL000784,Paid,FAC-000595
FIN0006246,2024-09-25,Expense,Marketing & Publicité,10560.8,,,Paid,DEP-006246
FIN0006247,2024-09-25,Expense,Marketing & Publicité,10560.8,,,Paid,DEP-006247
FIN0000477,2024-09-25,Revenue,One-time Revenue,1911.0,CL00034,SAL000372,Paid,FAC-000477
FIN0000486,2024-09-26,Revenue,Subscription Revenue,584.47,CL00382,SAL004629,Paid,FAC-000486
FIN0000599,2024-09-26,Revenue,Subscription Revenue,4534.05,CL00283,SAL003359,Paid,FAC-000599
FIN0000434,2024-09-26,Revenue,Subscription Revenue,517.64,CL00122,SAL001477,Paid,FAC-000434
FIN0000433,2024-09-26,Revenue,One-time Revenue,1762.5,CL00078,SAL000926,Paid,FAC-000433
FIN0000482,2024-09-26,Revenue,Subscription Revenue,1773.71,CL00421,SAL005125,Paid,FAC-000482
FIN0000484,2024-09-26,Revenue,One-time Revenue,9171.31,CL00407,SAL004968,Paid,FAC-000484
FIN0000483,2024-09-26,Revenue,Subscription Revenue,1867.1,CL00136,SAL001686,Paid,FAC-000483
FIN0000541,2024-09-27,Revenue,One-time Revenue,2482.48,CL00452,SAL005505,Paid,FAC-000541
FIN0000490,2024-09-27,Revenue,One-time Revenue,1343.23,CL00407,SAL004966,Paid,FAC-000490
FIN0006245,2024-09-27,Expense,Salaires & charges,22586.17,,,Paid,DEP-006245
FIN0000436,2024-09-27,Revenue,Subscription Revenue,1346.44,CL00335,SAL003987,Paid,FAC-000436
FIN0000543,2024-09-28,Revenue,Subscription Revenue,847.56,CL00107,SAL001256,Paid,FAC-000543
FIN0000437,2024-09-28,Revenue,One-time Revenue,802.71,CL00328,SAL003841,Paid,FAC-000437
FIN0006250,2024-09-28,Expense,Outils SaaS internes,1211.06,,,Paid,DEP-006250
FIN0000546,2024-09-29,Revenue,Subscription Revenue,318.66,CL00202,SAL002335,Paid,FAC-000546
FIN0000499,2024-09-29,Revenue,Subscription Revenue,881.53,CL00346,SAL004146,Paid,FAC-000499
FIN0000501,2024-09-29,Revenue,One-time Revenue,1148.27,CL00178,SAL002073,Paid,FAC-000501
FIN0000609,2024-09-29,Revenue,One-time Revenue,2867.79,CL00382,SAL004632,Paid,FAC-000609
FIN0000496,2024-09-29,Revenue,One-time Revenue,3659.4,CL00034,SAL000357,Paid,FAC-000496
FIN0000547,2024-09-30,Revenue,Subscription Revenue,395.11,CL00281,SAL003320,Paid,FAC-000547
FIN0000551,2024-09-30,Revenue,Subscription Revenue,624.75,CL00027,SAL000288,Paid,FAC-000551
FIN0000550,2024-09-30,Revenue,Subscription Revenue,1864.0,CL00244,SAL002872,Paid,FAC-000550
FIN0000505,2024-09-30,Revenue,Subscription Revenue,397.11,CL00395,SAL004753,Paid,FAC-000505
FIN0000621,2024-10-01,Revenue,One-time Revenue,5070.78,CL00341,SAL004080,Paid,FAC-000621
FIN0000554,2024-10-01,Revenue,Subscription Revenue,822.34,CL00281,SAL003331,Paid,FAC-000554
FIN0000555,2024-10-01,Revenue,Subscription Revenue,1428.32,CL00452,SAL005501,Paid,FAC-000555
FIN0000624,2024-10-01,Revenue,One-time Revenue,1981.81,CL00344,SAL004133,Paid,FAC-000624
FIN0000552,2024-10-01,Revenue,Subscription Revenue,892.37,CL00415,SAL005053,Paid,FAC-000552
FIN0006262,2024-10-02,Expense,Salaires & charges,34393.33,,,Paid,DEP-006262
FIN0006274,2024-10-02,Expense,Frais juridiques & conseil,169.28,,,Paid,DEP-006274
FIN0000511,2024-10-02,Revenue,Subscription Revenue,463.75,CL00241,SAL002777,Paid,FAC-000511
FIN0000510,2024-10-02,Revenue,Subscription Revenue,534.86,CL00125,SAL001539,Paid,FAC-000510
FIN0000509,2024-10-02,Revenue,Subscription Revenue,408.12,CL00182,SAL002120,Paid,FAC-000509
FIN0000514,2024-10-03,Revenue,One-time Revenue,16889.93,CL00327,SAL003821,Paid,FAC-000514
FIN0006263,2024-10-03,Expense,Salaires & charges,34393.33,,,Paid,DEP-006263
FIN0000513,2024-10-03,Revenue,One-time Revenue,15815.1,CL00399,SAL004857,Paid,FAC-000513
FIN0000452,2024-10-03,Revenue,One-time Revenue,2191.8,CL00371,SAL004477,Paid,FAC-000452
FIN0000453,2024-10-03,Revenue,Subscription Revenue,2175.41,CL00302,SAL003589,Paid,FAC-000453
FIN0000515,2024-10-04,Revenue,Subscription Revenue,428.72,CL00455,SAL005518,Paid,FAC-000515
FIN0000517,2024-10-04,Revenue,Subscription Revenue,399.95,CL00498,SAL006078,Paid,FAC-000517
FIN0000569,2024-10-04,Revenue,Subscription Revenue,248.35,CL00117,SAL001357,Paid,FAC-000569
FIN0000458,2024-10-04,Revenue,Subscription Revenue,902.14,CL00395,SAL004766,Paid,FAC-000458
FIN0000636,2024-10-04,Revenue,One-time Revenue,4135.31,CL00479,SAL005794,Paid,FAC-000636
FIN0000408,2024-10-04,Revenue,Subscription Revenue,673.72,CL00117,SAL001376,Late,FAC-000408
FIN0000519,2024-10-05,Revenue,Subscription Revenue,1247.38,CL00374,SAL004532,Paid,FAC-000519
FIN0000466,2024-10-05,Revenue,One-time Revenue,1701.11,CL00328,SAL003829,Paid,FAC-000466
FIN0006266,2024-10-05,Expense,Marketing & Publicité,5889.48,,,Paid,DEP-006266
FIN0000573,2024-10-05,Revenue,Subscription Revenue,1849.8,CL00330,SAL003890,Paid,FAC-000573
FIN0000575,2024-10-05,Revenue,Subscription Revenue,1666.66,CL00121,SAL001448,Paid,FAC-000575
FIN0000468,2024-10-06,Revenue,Subscription Revenue,727.8,CL00176,SAL002033,Paid,FAC-000468
FIN0000469,2024-10-06,Revenue,Subscription Revenue,895.88,CL00140,SAL001710,Paid,FAC-000469
FIN0000314,2024-10-07,Revenue,Subscription Revenue,541.65,CL00344,SAL004132,Late,FAC-000314
FIN0000527,2024-10-08,Revenue,Subscription Revenue,503.07,CL00241,SAL002780,Paid,FAC-000527
FIN0000526,2024-10-08,Revenue,Subscription Revenue,806.62,CL00011,SAL000114,Paid,FAC-000526
FIN0000423,2024-10-08,Revenue,Subscription Revenue,800.95,CL00205,SAL002389,Late,FAC-000423
FIN0000523,2024-10-08,Revenue,One-time Revenue,38078.72,CL00435,SAL005314,Paid,FAC-000523
FIN0000472,2024-10-08,Revenue,Subscription Revenue,555.43,CL00347,SAL004190,Paid,FAC-000472
FIN0000531,2024-10-09,Revenue,Subscription Revenue,615.08,CL00386,SAL004671,Paid,FAC-000531
FIN0000530,2024-10-09,Revenue,Subscription Revenue,313.12,CL00231,SAL002661,Paid,FAC-000530
FIN0000529,2024-10-09,Revenue,Subscription Revenue,1407.27,CL00202,SAL002330,Paid,FAC-000529
FIN0000474,2024-10-09,Revenue,Subscription Revenue,2365.78,CL00075,SAL000862,Paid,FAC-000474
FIN0000658,2024-10-09,Revenue,One-time Revenue,2420.49,CL00330,SAL003886,Paid,FAC-000658
FIN0006265,2024-10-10,Expense,Marketing & Publicité,5889.48,,,Paid,DEP-006265
FIN0000668,2024-10-10,Revenue,Subscription Revenue,1112.22,CL00228,SAL002637,Paid,FAC-000668
FIN0000667,2024-10-10,Revenue,Subscription Revenue,4988.03,CL00479,SAL005776,Paid,FAC-000667
FIN0000666,2024-10-10,Revenue,One-time Revenue,12979.55,CL00452,SAL005487,Paid,FAC-000666
FIN0000534,2024-10-11,Revenue,One-time Revenue,2405.86,CL00009,SAL000074,Paid,FAC-000534
FIN0000601,2024-10-12,Revenue,Subscription Revenue,1262.63,CL00330,SAL003883,Paid,FAC-000601
FIN0000489,2024-10-12,Revenue,One-time Revenue,815.7,CL00074,SAL000842,Paid,FAC-000489
FIN0000604,2024-10-12,Revenue,Subscription Revenue,1128.0,CL00074,SAL000845,Paid,FAC-000604
FIN0000488,2024-10-12,Revenue,Subscription Revenue,605.63,CL00455,SAL005527,Paid,FAC-000488
FIN0000676,2024-10-12,Revenue,Subscription Revenue,924.05,CL00212,SAL002439,Paid,FAC-000676
FIN0000492,2024-10-12,Revenue,Subscription Revenue,328.85,CL00399,SAL004840,Paid,FAC-000492
FIN0000540,2024-10-12,Revenue,Subscription Revenue,4052.97,CL00371,SAL004473,Paid,FAC-000540
FIN0000494,2024-10-13,Revenue,One-time Revenue,1926.36,CL00078,SAL000914,Paid,FAC-000494
FIN0000440,2024-10-13,Revenue,One-time Revenue,6415.51,CL00162,SAL001896,Late,FAC-000440
FIN0000498,2024-10-14,Revenue,One-time Revenue,2978.79,CL00014,SAL000176,Paid,FAC-000498
FIN0000333,2024-10-14,Revenue,One-time Revenue,11939.83,CL00235,SAL002680,Late,FAC-000333
FIN0000682,2024-10-14,Revenue,Subscription Revenue,5190.19,CL00073,SAL000792,Paid,FAC-000682
FIN0000610,2024-10-14,Revenue,One-time Revenue,14690.91,CL00421,SAL005118,Paid,FAC-000610
FIN0000545,2024-10-14,Revenue,Subscription Revenue,475.65,CL00244,SAL002859,Paid,FAC-000545
FIN0000549,2024-10-15,Revenue,One-time Revenue,22227.55,CL00491,SAL005983,Paid,FAC-000549
FIN0000506,2024-10-15,Revenue,Subscription Revenue,366.12,CL00327,SAL003824,Paid,FAC-000506
FIN0000615,2024-10-15,Revenue,One-time Revenue,18885.03,CL00027,SAL000263,Paid,FAC-000615
FIN0006270,2024-10-15,Expense,Bureaux & équipement,1416.18,,,Paid,DEP-006270
FIN0000558,2024-10-16,Revenue,Subscription Revenue,609.02,CL00121,SAL001441,Paid,FAC-000558
FIN0000343,2024-10-16,Revenue,Subscription Revenue,524.29,CL00205,SAL002404,Late,FAC-000343
FIN0006268,2024-10-16,Expense,Infrastructure Cloud,5476.51,,,Paid,DEP-006268
FIN0000692,2024-10-16,Revenue,Subscription Revenue,902.94,CL00122,SAL001470,Paid,FAC-000692
FIN0000625,2024-10-16,Revenue,One-time Revenue,5293.33,CL00146,SAL001763,Paid,FAC-000625
FIN0000689,2024-10-16,Revenue,One-time Revenue,39181.8,CL00214,SAL002468,Paid,FAC-000689
FIN0000508,2024-10-17,Revenue,Subscription Revenue,571.35,CL00399,SAL004810,Paid,FAC-000508
FIN0000560,2024-10-17,Revenue,Subscription Revenue,575.31,CL00348,SAL004231,Paid,FAC-000560
FIN0000693,2024-10-17,Revenue,Subscription Revenue,3451.91,CL00479,SAL005815,Paid,FAC-000693
FIN0000347,2024-10-18,Revenue,Subscription Revenue,346.63,CL00423,SAL005165,Late,FAC-000347
FIN0000631,2024-10-18,Revenue,Subscription Revenue,4884.83,CL00491,SAL005984,Paid,FAC-000631
FIN0000635,2024-10-18,Revenue,Subscription Revenue,862.03,CL00124,SAL001533,Paid,FAC-000635
FIN0000565,2024-10-18,Revenue,Subscription Revenue,673.08,CL00054,SAL000561,Paid,FAC-000565
FIN0000566,2024-10-18,Revenue,One-time Revenue,2538.34,CL00205,SAL002385,Paid,FAC-000566
FIN0000697,2024-10-19,Revenue,Subscription Revenue,868.65,CL00100,SAL001145,Paid,FAC-000697
FIN0000700,2024-10-19,Revenue,Subscription Revenue,2502.8,CL00291,SAL003427,Paid,FAC-000700
FIN0000459,2024-10-19,Revenue,Subscription Revenue,291.63,CL00334,SAL003948,Late,FAC-000459
FIN0000640,2024-10-20,Revenue,Subscription Revenue,457.04,CL00131,SAL001601,Paid,FAC-000640
FIN0006278,2024-10-20,Expense,OpenAI / LLM API,2228.9,,,Paid,DEP-006278
FIN0000704,2024-10-20,Revenue,Subscription Revenue,988.37,CL00430,SAL005266,Paid,FAC-000704
FIN0000518,2024-10-20,Revenue,Subscription Revenue,1270.62,CL00117,SAL001383,Paid,FAC-000518
FIN0000465,2024-10-20,Revenue,Subscription Revenue,461.89,CL00002,SAL000019,Late,FAC-000465
FIN0000574,2024-10-20,Revenue,Subscription Revenue,453.31,CL00491,SAL005992,Paid,FAC-000574
FIN0000647,2024-10-21,Revenue,One-time Revenue,2727.86,CL00178,SAL002064,Paid,FAC-000647
FIN0000580,2024-10-21,Revenue,One-time Revenue,2720.51,CL00134,SAL001661,Paid,FAC-000580
FIN0000710,2024-10-21,Revenue,One-time Revenue,1471.78,CL00321,SAL003770,Paid,FAC-000710
FIN0006271,2024-10-21,Expense,Bureaux & équipement,1416.18,,,Paid,DEP-006271
FIN0000577,2024-10-21,Revenue,Subscription Revenue,342.08,CL00395,SAL004769,Paid,FAC-000577
FIN0000583,2024-10-22,Revenue,Subscription Revenue,784.17,CL00365,SAL004422,Paid,FAC-000583
FIN0006267,2024-10-22,Expense,Marketing & Publicité,5889.48,,,Paid,DEP-006267
FIN0000590,2024-10-23,Revenue,Subscription Revenue,5083.84,CL00452,SAL005481,Paid,FAC-000590
FIN0000654,2024-10-23,Revenue,Subscription Revenue,1226.75,CL00069,SAL000713,Paid,FAC-000654
FIN0000656,2024-10-23,Revenue,One-time Revenue,26225.03,CL00319,SAL003744,Paid,FAC-000656
FIN0000473,2024-10-23,Revenue,Subscription Revenue,796.66,CL00302,SAL003616,Late,FAC-000473
FIN0000525,2024-10-23,Revenue,Subscription Revenue,2011.57,CL00491,SAL005987,Paid,FAC-000525
FIN0000659,2024-10-24,Revenue,Subscription Revenue,2015.28,CL00123,SAL001510,Paid,FAC-000659
FIN0000367,2024-10-24,Revenue,Subscription Revenue,1648.31,CL00407,SAL004975,Late,FAC-000367
FIN0006275,2024-10-24,Expense,Frais juridiques & conseil,169.28,,,Paid,DEP-006275
FIN0006264,2024-10-24,Expense,Marketing & Publicité,5889.48,,,Paid,DEP-006264
FIN0000722,2024-10-24,Revenue,One-time Revenue,35841.81,CL00123,SAL001486,Paid,FAC-000722
FIN0006269,2024-10-24,Expense,Outils SaaS internes,2432.23,,,Paid,DEP-006269
FIN0000657,2024-10-24,Revenue,Subscription Revenue,3705.02,CL00131,SAL001602,Paid,FAC-000657
FIN0000734,2024-10-25,Revenue,Subscription Revenue,607.21,CL00443,SAL005397,Paid,FAC-000734
FIN0000593,2024-10-25,Revenue,Subscription Revenue,3985.9,CL00212,SAL002434,Paid,FAC-000593
FIN0000594,2024-10-25,Revenue,Subscription Revenue,1779.69,CL00277,SAL003253,Paid,FAC-000594
FIN0006277,2024-10-25,Expense,OpenAI / LLM API,2228.9,,,Paid,DEP-006277
FIN0000733,2024-10-25,Revenue,One-time Revenue,30751.78,CL00496,SAL006030,Paid,FAC-000733
FIN0006276,2024-10-25,Expense,Déplacements & événements,1667.03,,,Paid,DEP-006276
FIN0000664,2024-10-25,Revenue,One-time Revenue,3995.17,CL00430,SAL005263,Paid,FAC-000664
FIN0000596,2024-10-25,Revenue,Subscription Revenue,674.56,CL00122,SAL001471,Paid,FAC-000596
FIN0000598,2024-10-26,Revenue,Subscription Revenue,2339.59,CL00425,SAL005221,Paid,FAC-000598
FIN0000597,2024-10-26,Revenue,Subscription Revenue,731.28,CL00347,SAL004201,Paid,FAC-000597
FIN0006272,2024-10-26,Expense,Bureaux & équipement,1416.18,,,Paid,DEP-006272
FIN0000746,2024-10-27,Revenue,Subscription Revenue,751.19,CL00424,SAL005187,Paid,FAC-000746
FIN0000744,2024-10-27,Revenue,One-time Revenue,3526.06,CL00119,SAL001394,Paid,FAC-000744
FIN0000539,2024-10-27,Revenue,Subscription Revenue,388.03,CL00241,SAL002814,Paid,FAC-000539
FIN0000603,2024-10-27,Revenue,Subscription Revenue,2992.19,CL00342,SAL004115,Paid,FAC-000603
FIN0000675,2024-10-27,Revenue,Subscription Revenue,1339.51,CL00347,SAL004195,Paid,FAC-000675
FIN0000535,2024-10-27,Revenue,Subscription Revenue,982.21,CL00054,SAL000533,Paid,FAC-000535
FIN0000677,2024-10-27,Revenue,One-time Revenue,29990.72,CL00256,SAL003026,Paid,FAC-000677
FIN0000493,2024-10-28,Revenue,One-time Revenue,10855.36,CL00302,SAL003593,Late,FAC-000493
FIN0000607,2024-10-28,Revenue,Subscription Revenue,872.11,CL00421,SAL005136,Paid,FAC-000607
FIN0000606,2024-10-28,Revenue,Subscription Revenue,673.41,CL00371,SAL004506,Paid,FAC-000606
FIN0006273,2024-10-28,Expense,Frais juridiques & conseil,169.28,,,Paid,DEP-006273
FIN0000611,2024-10-29,Revenue,Subscription Revenue,353.03,CL00124,SAL001515,Paid,FAC-000611
FIN0000687,2024-10-30,Revenue,One-time Revenue,7765.75,CL00479,SAL005807,Paid,FAC-000687
FIN0000616,2024-10-30,Revenue,Subscription Revenue,910.87,CL00281,SAL003338,Paid,FAC-000616
FIN0000618,2024-10-30,Revenue,Subscription Revenue,2748.61,CL00212,SAL002430,Paid,FAC-000618
FIN0000620,2024-10-30,Revenue,Subscription Revenue,457.21,CL00399,SAL004862,Paid,FAC-000620
FIN0000395,2024-10-30,Revenue,One-time Revenue,6255.88,CL00158,SAL001883,Late,FAC-000395
FIN0000622,2024-10-31,Revenue,Subscription Revenue,2145.23,CL00327,SAL003823,Paid,FAC-000622
FIN0000623,2024-10-31,Revenue,One-time Revenue,26403.12,CL00123,SAL001480,Paid,FAC-000623
FIN0000691,2024-10-31,Revenue,Subscription Revenue,2638.75,CL00425,SAL005206,Paid,FAC-000691
FIN0000398,2024-10-31,Revenue,Subscription Revenue,406.13,CL00199,SAL002299,Late,FAC-000398
FIN0000557,2024-10-31,Revenue,Subscription Revenue,1169.84,CL00399,SAL004831,Paid,FAC-000557
FIN0000763,2024-10-31,Revenue,Subscription Revenue,2111.63,CL00371,SAL004474,Paid,FAC-000763
FIN0000626,2024-11-01,Revenue,Subscription Revenue,3071.51,CL00294,SAL003510,Paid,FAC-000626
FIN0000628,2024-11-01,Revenue,Subscription Revenue,3357.85,CL00133,SAL001649,Paid,FAC-000628
FIN0000559,2024-11-01,Revenue,Subscription Revenue,1971.88,CL00069,SAL000720,Paid,FAC-000559
FIN0000768,2024-11-01,Revenue,One-time Revenue,4677.99,CL00070,SAL000736,Paid,FAC-000768
FIN0000767,2024-11-01,Revenue,One-time Revenue,37070.69,CL00355,SAL004278,Paid,FAC-000767
FIN0000633,2024-11-02,Revenue,One-time Revenue,3736.18,CL00073,SAL000814,Paid,FAC-000633
FIN0000567,2024-11-02,Revenue,Subscription Revenue,338.03,CL00075,SAL000856,Paid,FAC-000567
FIN0000632,2024-11-02,Revenue,Subscription Revenue,748.0,CL00372,SAL004512,Paid,FAC-000632
FIN0006282,2024-11-02,Expense,Infrastructure Cloud,1572.14,,,Paid,DEP-006282
FIN0000630,2024-11-02,Revenue,Subscription Revenue,627.16,CL00059,SAL000614,Paid,FAC-000630
FIN0000629,2024-11-02,Revenue,Subscription Revenue,1465.76,CL00284,SAL003376,Paid,FAC-000629
FIN0006286,2024-11-03,Expense,Outils SaaS internes,751.12,,,Paid,DEP-006286
FIN0006290,2024-11-03,Expense,Frais juridiques & conseil,859.39,,,Paid,DEP-006290
FIN0000698,2024-11-03,Revenue,Subscription Revenue,884.33,CL00117,SAL001359,Paid,FAC-000698
FIN0000568,2024-11-03,Revenue,Subscription Revenue,1270.02,CL00423,SAL005162,Paid,FAC-000568
FIN0000772,2024-11-03,Revenue,Subscription Revenue,2060.81,CL00455,SAL005543,Paid,FAC-000772
FIN0000637,2024-11-03,Revenue,Subscription Revenue,5522.49,CL00279,SAL003293,Paid,FAC-000637
FIN0006289,2024-11-03,Expense,Frais juridiques & conseil,859.39,,,Paid,DEP-006289
FIN0000638,2024-11-03,Revenue,Subscription Revenue,1747.58,CL00372,SAL004509,Paid,FAC-000638
FIN0000701,2024-11-03,Revenue,Subscription Revenue,3101.85,CL00067,SAL000682,Paid,FAC-000701
FIN0000703,2024-11-04,Revenue,Subscription Revenue,1180.23,CL00496,SAL006035,Paid,FAC-000703
FIN0000642,2024-11-04,Revenue,Subscription Revenue,3361.14,CL00494,SAL006007,Paid,FAC-000642
FIN0006283,2024-11-04,Expense,Infrastructure Cloud,1572.14,,,Paid,DEP-006283
FIN0000641,2024-11-04,Revenue,Subscription Revenue,4693.9,CL00479,SAL005799,Paid,FAC-000641
FIN0000644,2024-11-05,Revenue,Subscription Revenue,5263.69,CL00374,SAL004540,Paid,FAC-000644
FIN0000645,2024-11-05,Revenue,Subscription Revenue,317.3,CL00395,SAL004752,Paid,FAC-000645
FIN0000646,2024-11-05,Revenue,One-time Revenue,3395.36,CL00371,SAL004499,Paid,FAC-000646
FIN0000643,2024-11-05,Revenue,Subscription Revenue,811.61,CL00335,SAL003992,Paid,FAC-000643
FIN0000578,2024-11-05,Revenue,Subscription Revenue,559.12,CL00061,SAL000640,Paid,FAC-000578
FIN0000776,2024-11-05,Revenue,One-time Revenue,4656.21,CL00188,SAL002168,Paid,FAC-000776
FIN0000707,2024-11-05,Revenue,One-time Revenue,9577.59,CL00165,SAL001924,Paid,FAC-000707
