touch_id,campaign_id,client_id,touch_date,touch_type
TCH0003288,CMP0014,CL00094,2024-09-22,lead
TCH0003289,CMP0014,CL00319,2024-07-28,lead
TCH0003290,CMP0014,CL00211,2024-10-16,impression
TCH0003291,CMP0014,CL00130,2024-10-19,click
TCH0003292,CMP0014,CL00188,2024-09-07,impression
TCH0003293,CMP0014,CL00018,2024-10-13,click
TCH0003294,CMP0014,CL00460,2024-09-12,impression
TCH0003295,CMP0014,CL00193,2024-09-13,click
TCH0003296,CMP0014,CL00179,2024-11-06,impression
TCH0003297,CMP0014,CL00063,2024-10-27,impression
TCH0003298,CMP0014,CL00325,2024-08-17,click
TCH0003299,CMP0014,CL00013,2024-08-21,click
TCH0003300,CMP0014,CL00089,2024-11-09,conversion
TCH0003301,CMP0014,CL00039,2024-09-11,impression
TCH0003302,CMP0014,CL00282,2024-11-08,click
TCH0003303,CMP0014,CL00096,2024-08-03,impression
TCH0003304,CMP0014,CL00038,2024-09-04,impression
TCH0003305,CMP0014,CL00419,2024-11-03,click
TCH0003306,CMP0014,CL00478,2024-09-29,click
TCH0003307,CMP0014,CL00313,2024-08-05,lead
TCH0003308,CMP0014,CL00219,2024-10-14,impression
TCH0003309,CMP0014,CL00341,2024-09-13,impression
TCH0003310,CMP0014,CL00432,2024-09-16,impression
TCH0003311,CMP0014,CL00236,2024-08-20,click
TCH0003312,CMP0014,CL00273,2024-09-21,impression
TCH0003313,CMP0014,CL00276,2024-08-02,lead
TCH0003314,CMP0014,CL00308,2024-10-17,lead
TCH0003315,CMP0014,CL00362,2024-09-26,impression
TCH0003316,CMP0014,CL00064,2024-11-06,conversion
TCH0003317,CMP0014,CL00142,2024-10-01,lead
TCH0003318,CMP0014,CL00034,2024-10-16,impression
TCH0003319,CMP0014,CL00066,2024-11-03,click
TCH0003320,CMP0014,CL00324,2024-10-25,impression
TCH0003321,CMP0014,CL00144,2024-08-01,impression
TCH0003322,CMP0014,CL00474,2024-08-26,lead
TCH0003323,CMP0014,CL00046,2024-09-06,click
TCH0003324,CMP0014,CL00259,2024-08-31,click
TCH0003325,CMP0014,CL00192,2024-10-14,click
TCH0003326,CMP0014,CL00467,2024-11-08,impression
TCH0003327,CMP0014,CL00317,2024-10-19,conversion
TCH0003328,CMP0014,CL00339,2024-10-15,impression
TCH0003329,CMP0014,CL00372,2024-10-07,impression
TCH0003330,CMP0014,CL00412,2024-10-09,impression
TCH0003331,CMP0014,CL00263,2024-08-28,impression
TCH0003332,CMP0014,CL00252,2024-10-17,impression
TCH0003333,CMP0014,CL00173,2024-09-20,impression
TCH0003334,CMP0014,CL00468,2024-08-09,click
TCH0003335,CMP0014,CL00442,2024-10-25,impression
TCH0003336,CMP0014,CL00143,2024-08-13,impression
TCH0003337,CMP0014,CL00406,2024-09-10,lead
TCH0003338,CMP0014,CL00202,2024-09-09,conversion
TCH0003339,CMP0014,CL00080,2024-07-20,click
TCH0003340,CMP0014,CL00020,2024-10-05,conversion
TCH0003341,CMP0014,CL00449,2024-09-11,impression
TCH0003342,CMP0014,CL00148,2024-09-25,impression
TCH0003343,CMP0014,CL00098,2024-07-27,click
TCH0003344,CMP0014,CL00073,2024-08-17,impression
TCH0003345,CMP0014,CL00489,2024-11-02,impression
TCH0003346,CMP0014,CL00278,2024-07-31,lead
TCH0003347,CMP0014,CL00394,2024-08-22,lead
TCH0003348,CMP0014,CL00246,2024-09-02,impression
TCH0003349,CMP0014,CL00295,2024-08-02,impression
TCH0003350,CMP0014,CL00171,2024-08-07,impression
TCH0003351,CMP0014,CL00004,2024-08-13,click
TCH0003352,CMP0014,CL00087,2024-10-14,impression
TCH0003353,CMP0014,CL00420,2024-09-16,impression
TCH0003354,CMP0014,CL00365,2024-07-17,lead
TCH0003355,CMP0014,CL00366,2024-07-23,lead
TCH0003356,CMP0014,CL00268,2024-10-08,impression
TCH0003357,CMP0014,CL00191,2024-10-25,conversion
TCH0003358,CMP0014,CL00005,2024-09-06,lead
TCH0003359,CMP0014,CL00360,2024-08-06,click
TCH0003360,CMP0014,CL00247,2024-09-08,impression
TCH0003361,CMP0014,CL00208,2024-10-04,lead
TCH0003362,CMP0014,CL00041,2024-08-14,lead
TCH0003363,CMP0014,CL00012,2024-07-17,impression
TCH0003364,CMP0014,CL00029,2024-09-02,impression
TCH0003365,CMP0014,CL00418,2024-09-11,impression
TCH0003366,CMP0014,CL00228,2024-09-16,conversion
TCH0003367,CMP0014,CL00398,2024-09-14,impression
TCH0003368,CMP0014,CL00318,2024-09-05,impression
TCH0003369,CMP0014,CL00496,2024-09-13,lead
TCH0003370,CMP0014,CL00368,2024-10-17,click
TCH0003371,CMP0014,CL00152,2024-09-21,click
TCH0003372,CMP0014,CL00459,2024-10-11,click
TCH0003373,CMP0014,CL00153,2024-11-08,lead
TCH0003374,CMP0014,CL00225,2024-09-16,lead
TCH0003375,CMP0014,CL00161,2024-10-24,impression
TCH0003376,CMP0014,CL00165,2024-11-02,click
TCH0003377,CMP0014,CL00279,2024-11-11,lead
TCH0003378,CMP0014,CL00170,2024-10-15,click
TCH0003379,CMP0014,CL00304,2024-08-17,click
TCH0003380,CMP0014,CL00172,2024-10-28,lead
TCH0003381,CMP0014,CL00001,2024-10-01,impression
TCH0003382,CMP0014,CL00470,2024-09-30,impression
TCH0003383,CMP0014,CL00032,2024-09-16,click
TCH0003384,CMP0014,CL00043,2024-10-21,click
TCH0003385,CMP0014,CL00079,2024-07-17,click
TCH0003386,CMP0014,CL00492,2024-07-15,lead
TCH0003387,CMP0014,CL00164,2024-07-17,impression
TCH0003388,CMP0014,CL00473,2024-09-04,impression
TCH0003389,CMP0014,CL00499,2024-08-10,click
TCH0003390,CMP0014,CL00024,2024-08-23,click
TCH0003391,CMP0014,CL00349,2024-10-02,lead
TCH0003392,CMP0014,CL00267,2024-09-21,impression
TCH0003393,CMP0014,CL00068,2024-10-28,lead
TCH0003394,CMP0014,CL00384,2024-08-02,lead
TCH0003395,CMP0014,CL00495,2024-08-08,impression
TCH0003396,CMP0014,CL00414,2024-07-18,click
TCH0003397,CMP0014,CL00203,2024-10-24,lead
TCH0003398,CMP0014,CL00232,2024-09-17,conversion
TCH0003399,CMP0014,CL00245,2024-08-23,impression
TCH0003400,CMP0014,CL00453,2024-08-11,impression
TCH0003401,CMP0014,CL00065,2024-08-20,click
TCH0003402,CMP0014,CL00205,2024-08-16,conversion
TCH0003403,CMP0014,CL00417,2024-08-10,impression
TCH0003404,CMP0014,CL00028,2024-07-31,lead
TCH0003405,CMP0014,CL00137,2024-09-05,lead
TCH0003406,CMP0014,CL00249,2024-08-29,click
TCH0003407,CMP0014,CL00226,2024-10-12,lead
TCH0003408,CMP0014,CL00017,2024-08-29,click
TCH0003409,CMP0014,CL00076,2024-08-31,impression
TCH0003410,CMP0014,CL00444,2024-08-29,lead
TCH0003411,CMP0014,CL00272,2024-07-26,impression
TCH0003412,CMP0014,CL00139,2024-11-01,lead
TCH0003413,CMP0014,CL00056,2024-07-29,lead
TCH0003414,CMP0014,CL00196,2024-07-29,click
TCH0003415,CMP0014,CL00488,2024-09-25,lead
TCH0003416,CMP0014,CL00289,2024-08-22,impression
TCH0003417,CMP0014,CL00209,2024-11-10,lead
TCH0003418,CMP0014,CL00427,2024-08-27,impression
TCH0003419,CMP0014,CL00097,2024-07-28,click
TCH0003420,CMP0014,CL00264,2024-07-15,lead
TCH0003421,CMP0014,CL00213,2024-09-01,lead
TCH0003422,CMP0014,CL00293,2024-08-26,conversion
TCH0003423,CMP0014,CL00416,2024-10-23,click
TCH0003424,CMP0014,CL00229,2024-10-24,impression
TCH0003425,CMP0014,CL00243,2024-11-11,impression
TCH0003426,CMP0014,CL00260,2024-09-30,impression
TCH0003427,CMP0014,CL00490,2024-09-09,conversion
TCH0003428,CMP0014,CL00120,2024-08-16,click
TCH0003429,CMP0014,CL00275,2024-08-22,impression
TCH0003430,CMP0014,CL00413,2024-08-13,click
TCH0003431,CMP0014,CL00217,2024-07-30,impression
TCH0003432,CMP0014,CL00378,2024-10-06,lead
TCH0003433,CMP0014,CL00286,2024-07-22,lead
TCH0003434,CMP0014,CL00128,2024-10-26,click
TCH0003435,CMP0014,CL00486,2024-08-28,click
TCH0003436,CMP0014,CL00428,2024-08-02,impression
TCH0003437,CMP0014,CL00022,2024-11-04,conversion
TCH0003438,CMP0014,CL00085,2024-10-12,lead
TCH0003439,CMP0014,CL00016,2024-08-05,lead
TCH0003440,CMP0014,CL00054,2024-07-28,impression
TCH0003441,CMP0014,CL00025,2024-09-12,impression
TCH0003442,CMP0014,CL00218,2024-09-28,conversion
TCH0003443,CMP0014,CL00408,2024-08-15,impression
TCH0003444,CMP0014,CL00476,2024-10-16,impression
TCH0003445,CMP0014,CL00180,2024-10-29,impression
TCH0003446,CMP0014,CL00298,2024-10-27,conversion
TCH0003447,CMP0014,CL00169,2024-07-20,impression
TCH0003448,CMP0014,CL00055,2024-09-24,click
TCH0003449,CMP0014,CL00207,2024-08-02,impression
TCH0003450,CMP0014,CL00383,2024-10-30,impression
TCH0003451,CMP0014,CL00321,2024-11-10,impression
TCH0003452,CMP0014,CL00141,2024-09-10,conversion
TCH0003453,CMP0014,CL00108,2024-10-25,click
TCH0003454,CMP0014,CL00077,2024-07-31,click
TCH0003455,CMP0014,CL00177,2024-09-29,impression
TCH0003456,CMP0014,CL00197,2024-09-09,conversion
TCH0003457,CMP0014,CL00119,2024-07-30,click
TCH0003458,CMP0014,CL00174,2024-08-27,click
TCH0003459,CMP0014,CL00006,2024-10-08,click
TCH0003460,CMP0014,CL00351,2024-10-12,lead
TCH0003461,CMP0014,CL00010,2024-08-07,impression
TCH0003462,CMP0014,CL00445,2024-07-30,conversion
TCH0003463,CMP0014,CL00336,2024-08-11,impression
TCH0003464,CMP0014,CL00434,2024-07-26,click
TCH0003465,CMP0014,CL00184,2024-10-29,impression
TCH0003466,CMP0014,CL00301,2024-08-11,impression
TCH0003467,CMP0014,CL00258,2024-10-02,impression
TCH0003468,CMP0014,CL00124,2024-11-08,click
TCH0003469,CMP0014,CL00305,2024-09-15,click
TCH0003470,CMP0014,CL00116,2024-10-29,lead
TCH0003471,CMP0014,CL00332,2024-07-30,click
TCH0003472,CMP0014,CL00429,2024-10-02,click
TCH0003473,CMP0014,CL00133,2024-11-04,impression
TCH0003474,CMP0014,CL00471,2024-10-31,impression
TCH0003475,CMP0014,CL00343,2024-07-20,impression
TCH0003476,CMP0014,CL00109,2024-08-05,impression
TCH0003477,CMP0014,CL00403,2024-07-19,lead
TCH0003478,CMP0014,CL00168,2024-08-03,impression
TCH0003479,CMP0014,CL00369,2024-09-21,click
TCH0003480,CMP0014,CL00026,2024-08-25,click
TCH0003481,CMP0014,CL00422,2024-10-21,click
TCH0003482,CMP0014,CL00303,2024-09-07,impression
TCH0003483,CMP0014,CL00481,2024-09-27,click
TCH0003484,CMP0014,CL00497,2024-07-29,impression
TCH0003485,CMP0014,CL00049,2024-10-15,conversion
TCH0003486,CMP0014,CL00425,2024-08-24,lead
TCH0003487,CMP0014,CL00381,2024-08-14,lead
TCH0003488,CMP0014,CL00424,2024-09-11,click
TCH0003489,CMP0014,CL00195,2024-10-02,click
TCH0003490,CMP0014,CL00376,2024-08-25,click
TCH0003491,CMP0014,CL00198,2024-07-22,impression
TCH0003492,CMP0014,CL00084,2024-09-30,conversion
TCH0003493,CMP0014,CL00083,2024-07-30,impression
TCH0003494,CMP0014,CL00340,2024-09-07,impression
TCH0003495,CMP0014,CL00271,2024-09-19,impression
TCH0003496,CMP0014,CL00129,2024-10-27,impression
TCH0003497,CMP0014,CL00151,2024-09-05,conversion
TCH0003498,CMP0014,CL00071,2024-07-24,lead
TCH0003499,CMP0014,CL00092,2024-09-13,impression
TCH0003500,CMP0014,CL00353,2024-11-04,conversion
TCH0003501,CMP0014,CL00457,2024-08-07,lead
TCH0003502,CMP0015,CL00410,2024-09-23,lead
TCH0003503,CMP0015,CL00339,2024-11-02,click
TCH0003504,CMP0015,CL00432,2024-10-09,lead
TCH0003505,CMP0015,CL00310,2024-11-23,lead
TCH0003506,CMP0015,CL00236,2024-11-03,impression
TCH0003507,CMP0015,CL00472,2025-01-12,click
TCH0003508,CMP0015,CL00028,2024-11-04,impression
TCH0003509,CMP0015,CL00390,2024-10-10,click
TCH0003510,CMP0015,CL00459,2024-12-04,lead
TCH0003511,CMP0015,CL00096,2024-12-20,impression
TCH0003512,CMP0015,CL00020,2025-01-12,click
TCH0003513,CMP0015,CL00147,2025-01-01,impression
TCH0003514,CMP0015,CL00489,2025-01-14,conversion
TCH0003515,CMP0015,CL00246,2024-10-26,conversion
TCH0003516,CMP0015,CL00444,2025-01-15,lead
TCH0003517,CMP0015,CL00039,2024-11-16,impression
TCH0003518,CMP0015,CL00305,2025-01-11,impression
TCH0003519,CMP0015,CL00356,2024-10-21,click
TCH0003520,CMP0015,CL00474,2024-10-28,conversion
TCH0003521,CMP0015,CL00098,2024-12-03,conversion
TCH0003522,CMP0015,CL00105,2024-09-28,click
TCH0003523,CMP0015,CL00492,2024-10-08,lead
TCH0003524,CMP0015,CL00045,2024-12-21,lead
TCH0003525,CMP0015,CL00499,2025-01-13,impression
TCH0003526,CMP0015,CL00497,2024-12-24,click
TCH0003527,CMP0015,CL00200,2024-11-06,impression
TCH0003528,CMP0015,CL00287,2024-12-30,impression
TCH0003529,CMP0015,CL00486,2025-01-14,impression
TCH0003530,CMP0015,CL00115,2025-01-06,impression
TCH0003531,CMP0015,CL00412,2024-12-18,conversion
TCH0003532,CMP0015,CL00191,2024-10-09,click
TCH0003533,CMP0015,CL00427,2024-12-10,lead
TCH0003534,CMP0015,CL00123,2024-09-22,impression
TCH0003535,CMP0015,CL00170,2024-10-28,impression
TCH0003536,CMP0015,CL00003,2024-12-05,click
TCH0003537,CMP0015,CL00361,2024-12-09,impression
TCH0003538,CMP0015,CL00173,2024-10-05,lead
TCH0003539,CMP0015,CL00336,2024-11-14,impression
TCH0003540,CMP0015,CL00411,2025-01-16,conversion
TCH0003541,CMP0015,CL00349,2024-10-31,impression
TCH0003542,CMP0015,CL00378,2025-01-17,impression
TCH0003543,CMP0015,CL00490,2025-01-05,impression
TCH0003544,CMP0015,CL00094,2024-11-15,click
TCH0003545,CMP0015,CL00093,2025-01-04,click
TCH0003546,CMP0015,CL00164,2024-12-25,lead
TCH0003547,CMP0015,CL00448,2024-10-17,impression
TCH0003548,CMP0015,CL00316,2025-01-18,click
TCH0003549,CMP0015,CL00414,2024-12-01,impression
TCH0003550,CMP0015,CL00450,2025-01-03,click
TCH0003551,CMP0015,CL00369,2024-12-30,conversion
TCH0003552,CMP0015,CL00237,2024-11-10,click
TCH0003553,CMP0015,CL00437,2025-01-02,impression
TCH0003554,CMP0015,CL00180,2024-12-16,impression
TCH0003555,CMP0015,CL00042,2024-10-21,click
TCH0003556,CMP0015,CL00217,2024-11-10,lead
TCH0003557,CMP0015,CL00052,2025-01-16,impression
TCH0003558,CMP0015,CL00041,2024-10-03,lead
TCH0003559,CMP0015,CL00457,2024-10-20,click
TCH0003560,CMP0015,CL00470,2024-11-30,click
TCH0003561,CMP0015,CL00340,2024-10-03,lead
TCH0003562,CMP0015,CL00493,2024-12-15,click
TCH0003563,CMP0015,CL00084,2024-12-30,impression
TCH0003564,CMP0015,CL00413,2024-11-22,conversion
TCH0003565,CMP0015,CL00029,2024-11-05,click
TCH0003566,CMP0015,CL00464,2024-11-30,lead
TCH0003567,CMP0015,CL00488,2025-01-13,click
TCH0003568,CMP0015,CL00314,2024-10-05,lead
TCH0003569,CMP0015,CL00187,2024-11-03,click
TCH0003570,CMP0015,CL00312,2025-01-07,click
TCH0003571,CMP0015,CL00256,2024-11-07,lead
TCH0003572,CMP0015,CL00272,2024-11-01,lead
TCH0003573,CMP0015,CL00434,2025-01-01,click
TCH0003574,CMP0015,CL00128,2024-11-22,conversion
TCH0003575,CMP0015,CL00040,2024-12-27,click
TCH0003576,CMP0015,CL00370,2024-12-23,click
TCH0003577,CMP0015,CL00473,2024-09-24,click
TCH0003578,CMP0015,CL00018,2024-09-23,conversion
TCH0003579,CMP0015,CL00389,2024-10-02,conversion
TCH0003580,CMP0015,CL00168,2024-12-26,lead
TCH0003581,CMP0015,CL00420,2024-12-31,impression
TCH0003582,CMP0015,CL00431,2024-12-28,impression
TCH0003583,CMP0015,CL00197,2025-01-15,impression
TCH0003584,CMP0015,CL00172,2024-11-13,impression
TCH0003585,CMP0015,CL00208,2024-11-14,conversion
TCH0003586,CMP0015,CL00066,2024-10-22,lead
TCH0003587,CMP0015,CL00384,2024-10-16,lead
TCH0003588,CMP0015,CL00183,2024-11-25,impression
TCH0003589,CMP0015,CL00155,2024-11-08,impression
TCH0003590,CMP0015,CL00108,2024-12-27,lead
TCH0003591,CMP0015,CL00048,2025-01-01,impression
TCH0003592,CMP0015,CL00495,2024-12-03,lead
TCH0003593,CMP0015,CL00159,2024-12-30,impression
TCH0003594,CMP0015,CL00214,2024-12-29,impression
TCH0003595,CMP0015,CL00303,2024-12-16,click
TCH0003596,CMP0015,CL00367,2024-10-28,click
TCH0003597,CMP0015,CL00406,2024-10-13,impression
TCH0003598,CMP0015,CL00079,2024-10-22,lead
TCH0003599,CMP0015,CL00267,2024-11-02,lead
TCH0003600,CMP0015,CL00484,2025-01-06,lead
TCH0003601,CMP0015,CL00394,2025-01-14,impression
TCH0003602,CMP0015,CL00398,2024-10-04,click
TCH0003603,CMP0015,CL00119,2025-01-08,lead
TCH0003604,CMP0015,CL00090,2024-11-27,lead
TCH0003605,CMP0015,CL00185,2024-11-24,impression
TCH0003606,CMP0015,CL00068,2024-12-13,impression
TCH0003607,CMP0015,CL00404,2024-10-01,click
TCH0003608,CMP0015,CL00428,2025-01-04,click
TCH0003609,CMP0015,CL00419,2024-10-22,lead
TCH0003610,CMP0015,CL00259,2024-11-23,impression
TCH0003611,CMP0015,CL00458,2025-01-09,impression
TCH0003612,CMP0015,CL00456,2025-01-13,lead
TCH0003613,CMP0015,CL00366,2025-01-05,impression
TCH0003614,CMP0015,CL00226,2024-11-28,impression
TCH0003615,CMP0015,CL00268,2025-01-18,click
TCH0003616,CMP0015,CL00277,2024-09-25,click
TCH0003617,CMP0015,CL00296,2024-12-10,impression
TCH0003618,CMP0015,CL00402,2024-11-19,lead
TCH0003619,CMP0015,CL00401,2025-01-16,impression
TCH0003620,CMP0015,CL00083,2024-10-18,click
TCH0003621,CMP0015,CL00446,2024-10-16,impression
TCH0003622,CMP0015,CL00037,2024-10-20,impression
TCH0003623,CMP0015,CL00033,2024-12-03,lead
TCH0003624,CMP0015,CL00481,2024-11-09,click
TCH0003625,CMP0015,CL00250,2024-11-28,click
TCH0003626,CMP0015,CL00293,2024-12-31,click
TCH0003627,CMP0015,CL00047,2024-12-05,lead
TCH0003628,CMP0015,CL00198,2025-01-16,lead
TCH0003629,CMP0015,CL00403,2024-12-14,conversion
TCH0003630,CMP0015,CL00480,2024-12-26,impression
TCH0003631,CMP0015,CL00260,2024-11-04,conversion
TCH0003632,CMP0015,CL00396,2025-01-11,impression
TCH0003633,CMP0015,CL00242,2024-11-02,conversion
TCH0003634,CMP0015,CL00177,2024-10-07,lead
TCH0003635,CMP0015,CL00149,2025-01-17,impression
TCH0003636,CMP0015,CL00332,2024-11-24,impression
TCH0003637,CMP0015,CL00193,2025-01-16,lead
TCH0003638,CMP0015,CL00216,2024-11-20,click
TCH0003639,CMP0015,CL00441,2024-10-28,lead
TCH0003640,CMP0015,CL00363,2024-12-02,lead
TCH0003641,CMP0015,CL00032,2024-12-16,click
TCH0003642,CMP0015,CL00468,2024-11-26,conversion
TCH0003643,CMP0015,CL00333,2024-11-15,click
TCH0003644,CMP0015,CL00050,2024-09-27,click
TCH0003645,CMP0015,CL00252,2024-11-19,click
TCH0003646,CMP0015,CL00418,2025-01-13,impression
TCH0003647,CMP0015,CL00218,2024-11-27,click
TCH0003648,CMP0015,CL00194,2024-09-27,impression
TCH0003649,CMP0015,CL00152,2025-01-03,impression
TCH0003650,CMP0015,CL00436,2024-12-11,impression
TCH0003651,CMP0015,CL00097,2024-12-16,click
TCH0003652,CMP0015,CL00245,2025-01-12,lead
TCH0003653,CMP0015,CL00196,2024-12-15,click
TCH0003654,CMP0015,CL00072,2024-12-14,conversion
TCH0003655,CMP0015,CL00358,2025-01-17,impression
TCH0003656,CMP0015,CL00234,2024-11-14,click
TCH0003657,CMP0015,CL00345,2024-12-10,impression
TCH0003658,CMP0015,CL00375,2024-11-28,lead
TCH0003659,CMP0015,CL00192,2025-01-12,impression
TCH0003660,CMP0015,CL00400,2024-11-24,click
TCH0003661,CMP0015,CL00449,2024-10-28,impression
TCH0003662,CMP0015,CL00138,2024-12-03,lead
TCH0003663,CMP0015,CL00051,2024-11-03,impression
TCH0003664,CMP0015,CL00351,2025-01-16,click
TCH0003665,CMP0015,CL00278,2024-11-23,lead
TCH0003666,CMP0015,CL00110,2024-12-17,impression
TCH0003667,CMP0015,CL00233,2024-12-02,lead
TCH0003668,CMP0015,CL00249,2024-10-12,impression
TCH0003669,CMP0015,CL00144,2024-12-07,click
TCH0003670,CMP0015,CL00354,2024-10-05,impression
TCH0003671,CMP0015,CL00076,2025-01-12,click
TCH0003672,CMP0015,CL00001,2025-01-12,impression
TCH0003673,CMP0015,CL00151,2024-11-08,click
TCH0003674,CMP0015,CL00364,2024-10-07,impression
TCH0003675,CMP0015,CL00104,2024-10-02,impression
TCH0003676,CMP0015,CL00261,2024-12-14,lead
TCH0003677,CMP0015,CL00255,2024-11-19,impression
TCH0003678,CMP0015,CL00153,2024-11-08,impression
TCH0003679,CMP0015,CL00265,2025-01-17,click
TCH0003680,CMP0015,CL00025,2024-10-31,lead
TCH0003681,CMP0015,CL00343,2024-11-22,impression
TCH0003682,CMP0015,CL00475,2024-12-02,conversion
TCH0003683,CMP0015,CL00445,2024-09-28,impression
TCH0003684,CMP0015,CL00135,2024-10-11,conversion
TCH0003685,CMP0015,CL00150,2024-11-23,impression
TCH0003686,CMP0015,CL00127,2024-11-06,impression
TCH0003687,CMP0015,CL00213,2025-01-07,click
TCH0003688,CMP0015,CL00373,2025-01-02,conversion
TCH0003689,CMP0015,CL00154,2024-10-13,click
TCH0003690,CMP0015,CL00195,2024-10-12,impression
TCH0003691,CMP0015,CL00087,2024-11-01,lead
TCH0003692,CMP0015,CL00092,2025-01-08,click
TCH0003693,CMP0015,CL00460,2024-11-28,lead
TCH0003694,CMP0015,CL00357,2024-12-14,lead
TCH0003695,CMP0015,CL00478,2024-10-12,impression
TCH0003696,CMP0015,CL00171,2024-12-28,impression
TCH0003697,CMP0015,CL00044,2024-09-25,click
TCH0003698,CMP0015,CL00273,2025-01-13,conversion
TCH0003699,CMP0015,CL00240,2024-12-26,impression
TCH0003700,CMP0015,CL00013,2024-10-25,impression
TCH0003701,CMP0015,CL00015,2024-10-12,click
TCH0003702,CMP0015,CL00227,2025-01-07,click
TCH0003703,CMP0015,CL00325,2024-12-02,conversion
TCH0003704,CMP0015,CL00353,2025-01-09,conversion
TCH0003705,CMP0015,CL00466,2025-01-10,click
TCH0003706,CMP0015,CL00308,2024-11-06,click
TCH0003707,CMP0015,CL00161,2024-10-04,click
TCH0003708,CMP0015,CL00204,2024-10-31,impression
TCH0003709,CMP0015,CL00388,2024-10-19,lead
TCH0003710,CMP0015,CL00030,2024-10-13,click
TCH0003711,CMP0015,CL00114,2024-11-02,conversion
TCH0003712,CMP0015,CL00232,2025-01-09,lead
TCH0003713,CMP0015,CL00264,2025-01-08,lead
TCH0003714,CMP0015,CL00496,2024-12-30,impression
TCH0003715,CMP0015,CL00086,2024-11-22,click
TCH0003716,CMP0015,CL00453,2024-10-29,click
TCH0003717,CMP0015,CL00321,2024-11-29,click
TCH0003718,CMP0015,CL00422,2024-11-07,click
TCH0003719,CMP0015,CL00282,2024-10-15,impression
TCH0003720,CMP0015,CL00315,2024-11-13,impression
TCH0003721,CMP0015,CL00221,2025-01-12,click
TCH0003722,CMP0015,CL00368,2024-11-12,impression
TCH0003723,CMP0015,CL00295,2024-09-23,impression
TCH0003724,CMP0015,CL00129,2024-11-27,click
TCH0003725,CMP0015,CL00046,2024-10-27,conversion
TCH0003726,CMP0015,CL00095,2024-12-22,lead
TCH0003727,CMP0015,CL00215,2024-12-13,click
TCH0003728,CMP0015,CL00181,2024-09-25,conversion
TCH0003729,CMP0015,CL00056,2024-10-27,click
TCH0003730,CMP0015,CL00309,2025-01-07,click
TCH0003731,CMP0015,CL00381,2024-12-06,lead
TCH0003732,CMP0015,CL00393,2024-11-24,impression
TCH0003733,CMP0015,CL00111,2024-10-27,impression
TCH0003734,CMP0015,CL00433,2025-01-14,impression
TCH0003735,CMP0015,CL00360,2024-12-29,lead
TCH0003736,CMP0015,CL00103,2024-12-18,click
TCH0003737,CMP0015,CL00049,2024-10-12,impression
TCH0003738,CMP0015,CL00223,2024-12-13,conversion
TCH0003739,CMP0015,CL00085,2024-10-02,conversion
TCH0003740,CMP0015,CL00118,2025-01-06,lead
TCH0003741,CMP0015,CL00317,2024-09-29,impression
TCH0003742,CMP0015,CL00483,2024-10-15,click
TCH0003743,CMP0015,CL00476,2024-09-22,conversion
TCH0003744,CMP0015,CL00385,2024-10-15,click
TCH0003745,CMP0015,CL00408,2025-01-09,impression
TCH0003746,CMP0015,CL00139,2024-10-19,lead
TCH0003747,CMP0015,CL00186,2024-12-29,conversion
TCH0003748,CMP0015,CL00379,2025-01-17,lead
TCH0003749,CMP0015,CL00326,2024-11-04,lead
TCH0003750,CMP0015,CL00212,2024-09-26,impression
TCH0003751,CMP0015,CL00257,2024-10-20,click
TCH0003752,CMP0015,CL00102,2025-01-04,click
TCH0003753,CMP0015,CL00324,2024-11-28,lead
TCH0003754,CMP0015,CL00485,2024-12-05,impression
TCH0003755,CMP0015,CL00141,2025-01-04,lead
TCH0003756,CMP0015,CL00440,2024-10-23,click
TCH0003757,CMP0015,CL00463,2024-11-09,click
TCH0003758,CMP0015,CL00166,2024-10-24,conversion
TCH0003759,CMP0015,CL00439,2024-12-28,click
TCH0003760,CMP0015,CL00442,2024-12-02,click
TCH0003761,CMP0015,CL00203,2024-11-07,click
TCH0003762,CMP0015,CL00026,2024-11-13,click
TCH0003763,CMP0015,CL00112,2024-10-17,click
TCH0003764,CMP0015,CL00184,2024-10-04,conversion
TCH0003765,CMP0015,CL00438,2024-11-18,impression
TCH0003766,CMP0015,CL00247,2024-10-30,conversion
TCH0003767,CMP0015,CL00243,2024-10-21,click
TCH0003768,CMP0015,CL00063,2025-01-10,impression
TCH0003769,CMP0015,CL00337,2024-11-24,impression
TCH0003770,CMP0015,CL00429,2024-11-28,impression
TCH0003771,CMP0015,CL00219,2024-10-05,lead
TCH0003772,CMP0015,CL00091,2025-01-05,conversion
TCH0003773,CMP0015,CL00206,2024-11-26,click
TCH0003774,CMP0015,CL00016,2024-10-06,conversion
TCH0003775,CMP0015,CL00065,2024-11-16,impression
TCH0003776,CMP0015,CL00318,2024-10-18,lead
TCH0003777,CMP0015,CL00275,2024-10-13,lead
TCH0003778,CMP0015,CL00405,2024-12-26,impression
TCH0003779,CMP0015,CL00142,2024-12-03,click
TCH0003780,CMP0015,CL00313,2024-10-08,click
TCH0003781,CMP0015,CL00010,2024-09-25,conversion
TCH0003782,CMP0015,CL00116,2024-12-22,impression
TCH0003783,CMP0015,CL00007,2024-10-16,impression
TCH0003784,CMP0015,CL00004,2024-11-28,conversion
TCH0003785,CMP0015,CL00297,2024-10-31,conversion
TCH0003786,CMP0015,CL00298,2025-01-09,impression
TCH0003787,CMP0015,CL00266,2024-10-15,click
TCH0003788,CMP0015,CL00099,2024-11-06,impression
TCH0003789,CMP0015,CL00276,2024-10-26,impression
