sale_id,client_id,sale_date,product,product_category,gross_amount_eur,discount_eur,net_amount_eur,deal_stage,sales_cycle_days,sales_rep
SAL001561,CL00125,2025-01-29,Training & Onboarding,one_time,3338.82,500.82,2838.0,Won,107,Amine B.
SAL001336,CL00112,2025-01-30,Premium Support,subscription,879.17,0.0,879.17,Won,90,Karim T.
SAL003348,CL00283,2025-01-30,Lex Subscription,subscription,619.01,0.0,619.01,Won,49,Yanis F.
SAL001511,CL00123,2025-01-30,Core Premium,subscription,3452.86,172.64,3280.22,Won,22,Yanis F.
SAL003009,CL00255,2025-01-30,Custom Development,one_time,7518.07,0.0,7518.07,Won,107,Marie D.
SAL000080,CL00009,2025-01-30,Vector Subscription,subscription,794.86,0.0,794.86,Won,33,Amine B.
SAL003477,CL00294,2025-01-30,Core Premium,subscription,3114.38,311.44,2802.94,Won,26,Amine B.
SAL001072,CL00089,2025-01-31,Ledger Subscription,subscription,730.46,0.0,730.46,Won,37,Yanis F.
SAL003278,CL00277,2025-01-31,Training & Onboarding,one_time,3380.28,338.03,3042.25,Won,99,Léa M.
SAL003327,CL00281,2025-01-31,Premium Support,subscription,873.39,0.0,873.39,Won,29,Amine B.
SAL003476,CL00294,2025-01-31,Training & Onboarding,one_time,2700.12,135.01,2565.11,Won,45,Amine B.
SAL003468,CL00294,2025-02-01,Core Premium,subscription,2968.6,296.86,2671.74,Won,44,Amine B.
SAL005051,CL00415,2025-02-01,Ledger Subscription,subscription,349.14,34.91,314.23,Won,73,Amine B.
SAL001544,CL00125,2025-02-01,Core Premium,subscription,4952.56,742.88,4209.68,Won,112,Amine B.
SAL001555,CL00125,2025-02-01,Core Premium,subscription,1996.89,0.0,1996.89,Won,57,Amine B.
SAL004267,CL00351,2025-02-01,Vector Subscription,subscription,776.58,0.0,776.58,Won,90,Léa M.
SAL004797,CL00398,2025-02-01,Vector Subscription,subscription,1063.71,0.0,1063.71,Won,56,Marie D.
SAL004746,CL00394,2025-02-01,Lex Subscription,subscription,1107.5,110.75,996.75,Won,65,Yanis F.
SAL001599,CL00131,2025-02-02,Custom Development,one_time,11334.0,566.7,10767.3,Won,77,Marie D.
SAL005862,CL00481,2025-02-02,Ledger Subscription,subscription,1082.08,0.0,1082.08,Won,51,Karim T.
SAL005292,CL00434,2025-02-02,Custom Development,one_time,26112.95,5222.59,20890.36,Won,77,Marie D.
SAL004944,CL00405,2025-02-02,Custom Development,one_time,25392.59,5078.52,20314.07,Won,82,Karim T.
SAL002329,CL00202,2025-02-02,Ledger Subscription,subscription,389.38,0.0,389.38,Won,76,Karim T.
SAL004754,CL00395,2025-02-03,Custom Development,one_time,6842.28,0.0,6842.28,Won,24,Karim T.
SAL002602,CL00224,2025-02-03,Core Premium,subscription,4354.16,0.0,4354.16,Won,17,Karim T.
SAL003394,CL00286,2025-02-03,Custom Development,one_time,11216.04,0.0,11216.04,Won,29,Yanis F.
SAL001404,CL00119,2025-02-03,Core Premium,subscription,3734.52,373.45,3361.07,Won,81,Karim T.
SAL005925,CL00486,2025-02-03,Custom Development,one_time,30536.5,1526.82,29009.68,Won,83,Léa M.
SAL003613,CL00302,2025-02-03,Training & Onboarding,one_time,4097.49,0.0,4097.49,Won,34,Karim T.
SAL005845,CL00480,2025-02-04,Custom Development,one_time,18122.85,1812.29,16310.56,Won,95,Marie D.
SAL004084,CL00341,2025-02-04,Lex Subscription,subscription,721.92,72.19,649.73,Won,74,Karim T.
SAL006009,CL00494,2025-02-04,Vector Subscription,subscription,2055.3,0.0,2055.3,Won,10,Amine B.
SAL001834,CL00151,2025-02-04,Training & Onboarding,one_time,3192.93,0.0,3192.93,Won,15,Marie D.
SAL005664,CL00465,2025-02-04,Custom Development,one_time,25283.84,0.0,25283.84,Won,83,Marie D.
SAL004590,CL00380,2025-02-04,Ledger Subscription,subscription,530.02,0.0,530.02,Won,13,Léa M.
SAL004259,CL00350,2025-02-04,Premium Support,subscription,496.36,74.45,421.91,Won,27,Yanis F.
SAL005989,CL00491,2025-02-04,Premium Support,subscription,745.77,0.0,745.77,Won,78,Amine B.
SAL004370,CL00360,2025-02-04,Training & Onboarding,one_time,2982.54,0.0,2982.54,Won,47,Karim T.
SAL004261,CL00351,2025-02-04,Vector Subscription,subscription,1483.26,0.0,1483.26,Won,15,Léa M.
SAL003271,CL00277,2025-02-05,Ledger Subscription,subscription,1171.36,0.0,1171.36,Won,34,Léa M.
SAL003488,CL00294,2025-02-05,Ledger Subscription,subscription,465.04,0.0,465.04,Won,46,Amine B.
SAL002962,CL00253,2025-02-05,Core Premium,subscription,2750.63,412.59,2338.04,Won,116,Yanis F.
SAL001446,CL00121,2025-02-05,Ledger Subscription,subscription,613.62,0.0,613.62,Won,114,Amine B.
SAL004846,CL00399,2025-02-05,Premium Support,subscription,614.48,30.72,583.76,Won,38,Léa M.
SAL005017,CL00411,2025-02-05,Core Premium,subscription,2309.74,230.97,2078.77,Won,20,Yanis F.
SAL002534,CL00221,2025-02-05,Custom Development,one_time,26998.09,0.0,26998.09,Won,46,Sophie L.
SAL005691,CL00469,2025-02-05,Lex Subscription,subscription,1214.34,60.72,1153.62,Won,16,Yanis F.
SAL003908,CL00331,2025-02-05,Ledger Subscription,subscription,1222.13,122.21,1099.92,Won,19,Léa M.
SAL001436,CL00121,2025-02-05,Training & Onboarding,one_time,1130.59,169.59,961.0,Won,42,Amine B.
SAL000734,CL00069,2025-02-05,Training & Onboarding,one_time,2131.97,106.6,2025.37,Won,50,Amine B.
SAL001019,CL00086,2025-02-05,Ledger Subscription,subscription,371.04,0.0,371.04,Won,15,Marie D.
SAL003746,CL00319,2025-02-06,Custom Development,one_time,28520.94,0.0,28520.94,Won,28,Karim T.
SAL001630,CL00132,2025-02-06,Premium Support,subscription,654.09,98.11,555.98,Won,20,Karim T.
SAL003113,CL00262,2025-02-06,Core Premium,subscription,3371.87,505.78,2866.09,Won,49,Yanis F.
SAL001031,CL00087,2025-02-06,Vector Subscription,subscription,1487.6,148.76,1338.84,Won,64,Amine B.
SAL003329,CL00281,2025-02-06,Custom Development,one_time,16177.36,808.87,15368.49,Won,49,Amine B.
SAL003953,CL00334,2025-02-06,Premium Support,subscription,728.3,72.83,655.47,Won,63,Karim T.
SAL003832,CL00328,2025-02-07,Custom Development,one_time,10695.22,1604.28,9090.94,Won,23,Yanis F.
SAL004211,CL00348,2025-02-07,Ledger Subscription,subscription,1204.88,120.49,1084.39,Won,75,Léa M.
SAL000280,CL00027,2025-02-07,Lex Subscription,subscription,1164.42,0.0,1164.42,Won,58,Amine B.
SAL004814,CL00399,2025-02-07,Lex Subscription,subscription,1190.97,59.55,1131.42,Won,36,Léa M.
SAL000903,CL00078,2025-02-07,Vector Subscription,subscription,1025.37,153.8,871.57,Won,69,Yanis F.
SAL003683,CL00313,2025-02-07,Lex Subscription,subscription,973.57,194.71,778.86,Won,39,Yanis F.
SAL004430,CL00365,2025-02-08,Training & Onboarding,one_time,2738.75,410.81,2327.94,Won,53,Sophie L.
SAL000474,CL00050,2025-02-08,Core Premium,subscription,4038.68,0.0,4038.68,Won,57,Léa M.
SAL003416,CL00289,2025-02-08,Custom Development,one_time,27306.71,0.0,27306.71,Won,20,Marie D.
SAL001958,CL00169,2025-02-08,Training & Onboarding,one_time,3353.4,0.0,3353.4,Won,70,Amine B.
SAL004658,CL00386,2025-02-08,Ledger Subscription,subscription,1242.87,0.0,1242.87,Won,24,Yanis F.
SAL001725,CL00142,2025-02-08,Ledger Subscription,subscription,1259.47,188.92,1070.55,Won,53,Karim T.
SAL001969,CL00169,2025-02-09,Lex Subscription,subscription,864.24,43.21,821.03,Won,75,Amine B.
SAL005503,CL00452,2025-02-09,Premium Support,subscription,827.94,0.0,827.94,Won,33,Karim T.
SAL005428,CL00447,2025-02-09,Training & Onboarding,one_time,2306.71,0.0,2306.71,Won,40,Sophie L.
SAL004375,CL00360,2025-02-09,Core Premium,subscription,3830.16,0.0,3830.16,Won,86,Karim T.
SAL005130,CL00421,2025-02-09,Vector Subscription,subscription,1308.98,0.0,1308.98,Won,55,Marie D.
SAL005333,CL00438,2025-02-10,Training & Onboarding,one_time,1419.04,0.0,1419.04,Won,40,Karim T.
SAL005836,CL00480,2025-02-10,Ledger Subscription,subscription,1104.46,165.67,938.79,Won,20,Marie D.
SAL004047,CL00338,2025-02-11,Ledger Subscription,subscription,784.47,39.22,745.25,Won,30,Léa M.
SAL000359,CL00034,2025-02-11,Core Premium,subscription,1787.88,0.0,1787.88,Won,33,Amine B.
SAL001052,CL00088,2025-02-11,Training & Onboarding,one_time,4350.33,0.0,4350.33,Won,60,Amine B.
SAL003098,CL00261,2025-02-11,Core Premium,subscription,3970.29,0.0,3970.29,Won,22,Yanis F.
SAL002537,CL00221,2025-02-11,Vector Subscription,subscription,1401.86,0.0,1401.86,Won,117,Sophie L.
SAL003642,CL00305,2025-02-11,Vector Subscription,subscription,1420.29,0.0,1420.29,Won,54,Amine B.
SAL000393,CL00039,2025-02-11,Ledger Subscription,subscription,915.83,0.0,915.83,Won,72,Marie D.
SAL002792,CL00241,2025-02-11,Lex Subscription,subscription,1117.78,55.89,1061.89,Won,59,Amine B.
SAL001495,CL00123,2025-02-12,Vector Subscription,subscription,1381.58,0.0,1381.58,Won,84,Yanis F.
SAL001380,CL00117,2025-02-12,Core Premium,subscription,4554.1,0.0,4554.1,Won,96,Léa M.
SAL000166,CL00014,2025-02-12,Core Premium,subscription,3473.14,0.0,3473.14,Won,81,Yanis F.
SAL004044,CL00338,2025-02-12,Custom Development,one_time,21099.58,0.0,21099.58,Won,85,Léa M.
SAL002338,CL00203,2025-02-12,Premium Support,subscription,529.4,26.47,502.93,Won,10,Karim T.
SAL004058,CL00340,2025-02-12,Premium Support,subscription,534.36,26.72,507.64,Won,38,Sophie L.
SAL003583,CL00301,2025-02-12,Ledger Subscription,subscription,924.89,138.73,786.16,Won,78,Sophie L.
SAL004246,CL00349,2025-02-12,Lex Subscription,subscription,1323.73,0.0,1323.73,Won,58,Yanis F.
SAL001670,CL00134,2025-02-12,Training & Onboarding,one_time,3598.81,179.94,3418.87,Won,63,Amine B.
SAL003685,CL00313,2025-02-12,Training & Onboarding,one_time,2690.06,0.0,2690.06,Won,45,Yanis F.
SAL005986,CL00491,2025-02-12,Custom Development,one_time,19883.27,2982.49,16900.78,Won,11,Amine B.
SAL000762,CL00071,2025-02-12,Lex Subscription,subscription,916.91,45.85,871.06,Won,80,Léa M.
SAL002031,CL00176,2025-02-12,Core Premium,subscription,3687.07,0.0,3687.07,Won,86,Yanis F.
SAL005816,CL00479,2025-02-12,Core Premium,subscription,2854.11,0.0,2854.11,Won,49,Yanis F.
SAL002452,CL00214,2025-02-12,Vector Subscription,subscription,706.62,141.32,565.3,Won,20,Amine B.
SAL004142,CL00346,2025-02-12,Custom Development,one_time,17743.0,0.0,17743.0,Won,53,Amine B.
SAL006091,CL00498,2025-02-13,Core Premium,subscription,2730.24,0.0,2730.24,Won,63,Léa M.
SAL000658,CL00062,2025-02-13,Custom Development,one_time,21283.41,3192.51,18090.9,Won,8,Amine B.
SAL002365,CL00205,2025-02-13,Ledger Subscription,subscription,1335.33,0.0,1335.33,Won,46,Amine B.
SAL002584,CL00223,2025-02-13,Ledger Subscription,subscription,425.64,42.56,383.08,Won,72,Karim T.
SAL005722,CL00471,2025-02-13,Vector Subscription,subscription,1656.54,0.0,1656.54,Won,54,Yanis F.
SAL002320,CL00201,2025-02-13,Custom Development,one_time,13464.38,0.0,13464.38,Won,58,Sophie L.
SAL000590,CL00057,2025-02-13,Vector Subscription,subscription,801.04,40.05,760.99,Won,71,Marie D.
SAL001532,CL00124,2025-02-13,Training & Onboarding,one_time,2058.9,102.95,1955.95,Won,81,Sophie L.
SAL003763,CL00321,2025-02-14,Premium Support,subscription,814.13,0.0,814.13,Won,51,Karim T.
SAL002467,CL00214,2025-02-14,Premium Support,subscription,415.75,20.79,394.96,Won,52,Amine B.
SAL001828,CL00151,2025-02-14,Core Premium,subscription,3674.69,0.0,3674.69,Won,57,Marie D.
SAL001051,CL00088,2025-02-15,Lex Subscription,subscription,551.16,0.0,551.16,Won,32,Amine B.
SAL002282,CL00199,2025-02-15,Lex Subscription,subscription,1245.57,0.0,1245.57,Won,49,Yanis F.
SAL004381,CL00360,2025-02-15,Training & Onboarding,one_time,3165.27,0.0,3165.27,Won,74,Karim T.
SAL004815,CL00399,2025-02-16,Vector Subscription,subscription,1341.42,0.0,1341.42,Won,30,Léa M.
SAL000993,CL00084,2025-02-16,Premium Support,subscription,616.2,61.62,554.58,Won,29,Karim T.
SAL004408,CL00364,2025-02-16,Custom Development,one_time,22487.27,2248.73,20238.54,Won,29,Yanis F.
SAL002688,CL00235,2025-02-16,Vector Subscription,subscription,1642.09,82.1,1559.99,Won,20,Yanis F.
SAL004155,CL00347,2025-02-16,Premium Support,subscription,234.03,23.4,210.63,Won,112,Karim T.
SAL005849,CL00481,2025-02-16,Core Premium,subscription,2602.62,0.0,2602.62,Won,15,Karim T.
SAL006103,CL00499,2025-02-16,Training & Onboarding,one_time,1501.44,150.14,1351.3,Won,40,Sophie L.
SAL001483,CL00123,2025-02-16,Lex Subscription,subscription,1293.84,129.38,1164.46,Won,92,Yanis F.
SAL005432,CL00447,2025-02-16,Ledger Subscription,subscription,347.62,0.0,347.62,Won,31,Sophie L.
SAL000543,CL00054,2025-02-16,Training & Onboarding,one_time,3375.5,0.0,3375.5,Won,106,Léa M.
SAL003504,CL00294,2025-02-16,Custom Development,one_time,24788.7,0.0,24788.7,Won,104,Amine B.
SAL005073,CL00417,2025-02-17,Premium Support,subscription,466.34,0.0,466.34,Won,36,Yanis F.
SAL004792,CL00398,2025-02-17,Vector Subscription,subscription,1245.76,0.0,1245.76,Won,87,Marie D.
SAL001058,CL00088,2025-02-17,Custom Development,one_time,14642.37,732.12,13910.25,Won,28,Amine B.
SAL003902,CL00330,2025-02-17,Ledger Subscription,subscription,1168.43,0.0,1168.43,Won,78,Léa M.
SAL001111,CL00094,2025-02-17,Core Premium,subscription,3087.98,0.0,3087.98,Won,42,Amine B.
SAL001392,CL00119,2025-02-18,Custom Development,one_time,11555.87,0.0,11555.87,Won,86,Karim T.
SAL005166,CL00423,2025-02-18,Lex Subscription,subscription,989.39,98.94,890.45,Won,52,Marie D.
SAL000144,CL00012,2025-02-18,Core Premium,subscription,4421.99,442.2,3979.79,Won,46,Yanis F.
SAL003999,CL00335,2025-02-18,Training & Onboarding,one_time,2703.5,0.0,2703.5,Won,40,Léa M.
SAL001276,CL00108,2025-02-18,Core Premium,subscription,4545.63,0.0,4545.63,Won,20,Sophie L.
SAL005399,CL00443,2025-02-18,Ledger Subscription,subscription,1247.3,187.1,1060.2,Won,88,Sophie L.
SAL001739,CL00143,2025-02-19,Custom Development,one_time,10831.77,0.0,10831.77,Won,60,Yanis F.
SAL001418,CL00121,2025-02-19,Vector Subscription,subscription,1423.86,0.0,1423.86,Won,83,Amine B.
SAL003301,CL00280,2025-02-19,Core Premium,subscription,5334.0,0.0,5334.0,Won,75,Léa M.
SAL004376,CL00360,2025-02-19,Premium Support,subscription,695.95,34.8,661.15,Won,88,Karim T.
SAL001832,CL00151,2025-02-19,Vector Subscription,subscription,1177.76,117.78,1059.98,Won,83,Marie D.
SAL006108,CL00499,2025-02-19,Custom Development,one_time,27110.39,0.0,27110.39,Won,90,Sophie L.
SAL001231,CL00107,2025-02-20,Core Premium,subscription,4517.54,225.88,4291.66,Won,25,Yanis F.
SAL004601,CL00380,2025-02-20,Ledger Subscription,subscription,364.6,54.69,309.91,Won,56,Léa M.
SAL000661,CL00062,2025-02-21,Vector Subscription,subscription,621.59,0.0,621.59,Won,12,Amine B.
SAL005343,CL00438,2025-02-21,Premium Support,subscription,235.5,0.0,235.5,Won,105,Karim T.
SAL002349,CL00204,2025-02-21,Custom Development,one_time,28464.17,5692.83,22771.34,Won,63,Yanis F.
SAL005870,CL00482,2025-02-21,Lex Subscription,subscription,1201.93,0.0,1201.93,Won,38,Yanis F.
SAL000005,CL00002,2025-02-22,Lex Subscription,subscription,531.04,0.0,531.04,Won,33,Marie D.
SAL004025,CL00335,2025-02-22,Ledger Subscription,subscription,1248.66,0.0,1248.66,Won,104,Léa M.
SAL004147,CL00346,2025-02-22,Lex Subscription,subscription,711.64,71.16,640.48,Won,73,Amine B.
SAL000761,CL00071,2025-02-22,Premium Support,subscription,315.74,15.79,299.95,Won,40,Léa M.
SAL005260,CL00430,2025-02-22,Core Premium,subscription,4886.86,0.0,4886.86,Won,23,Marie D.
SAL000660,CL00062,2025-02-23,Core Premium,subscription,2634.88,263.49,2371.39,Won,46,Amine B.
SAL003273,CL00277,2025-02-23,Custom Development,one_time,24141.93,1207.1,22934.83,Won,62,Léa M.
SAL002179,CL00188,2025-02-23,Core Premium,subscription,2184.82,109.24,2075.58,Won,69,Léa M.
SAL000953,CL00081,2025-02-23,Custom Development,one_time,33467.5,0.0,33467.5,Won,25,Léa M.
SAL001784,CL00148,2025-02-23,Vector Subscription,subscription,1880.21,0.0,1880.21,Won,60,Marie D.
SAL000467,CL00050,2025-02-23,Training & Onboarding,one_time,4363.34,654.5,3708.84,Won,110,Léa M.
SAL004274,CL00355,2025-02-23,Custom Development,one_time,28151.92,0.0,28151.92,Won,76,Marie D.
SAL004935,CL00405,2025-02-23,Ledger Subscription,subscription,839.96,84.0,755.96,Won,89,Karim T.
SAL000406,CL00040,2025-02-23,Ledger Subscription,subscription,1059.29,105.93,953.36,Won,38,Amine B.
SAL005345,CL00438,2025-02-23,Core Premium,subscription,4933.66,0.0,4933.66,Won,32,Karim T.
SAL000930,CL00079,2025-02-23,Training & Onboarding,one_time,4141.11,621.17,3519.94,Won,36,Yanis F.
SAL003125,CL00264,2025-02-23,Training & Onboarding,one_time,1298.65,129.86,1168.79,Won,82,Yanis F.
SAL001055,CL00088,2025-02-24,Ledger Subscription,subscription,689.44,68.94,620.5,Won,90,Amine B.
SAL001274,CL00108,2025-02-24,Vector Subscription,subscription,1392.38,0.0,1392.38,Won,108,Sophie L.
SAL004680,CL00386,2025-02-24,Training & Onboarding,one_time,1205.96,0.0,1205.96,Won,75,Yanis F.
SAL003928,CL00332,2025-02-24,Training & Onboarding,one_time,3048.94,0.0,3048.94,Won,47,Amine B.
SAL002536,CL00221,2025-02-24,Premium Support,subscription,506.39,0.0,506.39,Won,92,Sophie L.
SAL002292,CL00199,2025-02-24,Core Premium,subscription,4900.01,490.0,4410.01,Won,57,Yanis F.
SAL005371,CL00441,2025-02-25,Vector Subscription,subscription,1157.33,0.0,1157.33,Won,37,Sophie L.
SAL001888,CL00160,2025-02-25,Custom Development,one_time,29644.35,5928.87,23715.48,Won,33,Karim T.
SAL001643,CL00133,2025-02-25,Ledger Subscription,subscription,985.14,0.0,985.14,Won,24,Sophie L.
SAL000906,CL00078,2025-02-25,Vector Subscription,subscription,892.7,0.0,892.7,Won,101,Yanis F.
SAL005855,CL00481,2025-02-25,Core Premium,subscription,2738.62,0.0,2738.62,Won,7,Karim T.
SAL004107,CL00342,2025-02-25,Ledger Subscription,subscription,1313.79,0.0,1313.79,Won,67,Amine B.
SAL003868,CL00330,2025-02-26,Ledger Subscription,subscription,782.03,78.2,703.83,Won,20,Léa M.
SAL000701,CL00068,2025-02-26,Ledger Subscription,subscription,788.61,0.0,788.61,Won,43,Marie D.
SAL003351,CL00283,2025-02-26,Ledger Subscription,subscription,735.66,0.0,735.66,Won,21,Yanis F.
SAL000824,CL00074,2025-02-26,Custom Development,one_time,6769.89,1353.98,5415.91,Won,10,Léa M.
SAL004383,CL00361,2025-02-26,Premium Support,subscription,256.17,0.0,256.17,Won,42,Yanis F.
SAL001143,CL00100,2025-02-26,Ledger Subscription,subscription,675.11,0.0,675.11,Won,14,Marie D.
SAL000484,CL00050,2025-02-26,Ledger Subscription,subscription,441.61,0.0,441.61,Won,115,Léa M.
SAL004416,CL00364,2025-02-26,Vector Subscription,subscription,1322.97,0.0,1322.97,Won,36,Yanis F.
SAL003524,CL00296,2025-02-27,Vector Subscription,subscription,1611.93,0.0,1611.93,Won,84,Amine B.
SAL005080,CL00417,2025-02-27,Core Premium,subscription,2566.92,0.0,2566.92,Won,42,Yanis F.
SAL002552,CL00221,2025-02-27,Training & Onboarding,one_time,2882.15,432.32,2449.83,Won,48,Sophie L.
SAL004801,CL00398,2025-02-27,Custom Development,one_time,30410.6,3041.06,27369.54,Won,8,Marie D.
SAL001175,CL00103,2025-02-27,Training & Onboarding,one_time,3984.11,597.62,3386.49,Won,116,Sophie L.
SAL004176,CL00347,2025-02-27,Custom Development,one_time,32401.0,1620.05,30780.95,Won,21,Karim T.
SAL004106,CL00342,2025-02-27,Vector Subscription,subscription,1005.55,150.83,854.72,Won,20,Amine B.
SAL001726,CL00142,2025-02-27,Premium Support,subscription,225.87,11.29,214.58,Won,41,Karim T.
SAL005689,CL00469,2025-02-28,Premium Support,subscription,966.38,0.0,966.38,Won,33,Yanis F.
SAL001449,CL00121,2025-02-28,Ledger Subscription,subscription,878.48,0.0,878.48,Won,24,Amine B.
SAL000503,CL00053,2025-02-28,Vector Subscription,subscription,1901.21,0.0,1901.21,Won,86,Amine B.
SAL002862,CL00244,2025-02-28,Vector Subscription,subscription,1708.63,85.43,1623.2,Won,61,Amine B.
SAL002797,CL00241,2025-02-28,Premium Support,subscription,709.91,0.0,709.91,Won,74,Amine B.
SAL001861,CL00154,2025-02-28,Custom Development,one_time,27474.13,0.0,27474.13,Won,22,Marie D.
SAL004817,CL00399,2025-03-01,Premium Support,subscription,307.32,30.73,276.59,Won,61,Léa M.
SAL000872,CL00075,2025-03-01,Core Premium,subscription,5336.94,800.54,4536.4,Won,32,Yanis F.
SAL002035,CL00176,2025-03-01,Lex Subscription,subscription,1594.81,0.0,1594.81,Won,35,Yanis F.
SAL002314,CL00201,2025-03-01,Training & Onboarding,one_time,2397.82,359.67,2038.15,Won,11,Sophie L.
SAL000559,CL00054,2025-03-01,Lex Subscription,subscription,578.83,115.77,463.06,Won,87,Léa M.
SAL004071,CL00341,2025-03-02,Custom Development,one_time,16298.87,1629.89,14668.98,Won,115,Karim T.
SAL004440,CL00366,2025-03-02,Ledger Subscription,subscription,731.43,146.29,585.14,Won,88,Sophie L.
SAL001971,CL00169,2025-03-02,Core Premium,subscription,4755.92,0.0,4755.92,Won,58,Amine B.
SAL001621,CL00132,2025-03-02,Lex Subscription,subscription,536.02,0.0,536.02,Won,42,Karim T.
SAL005204,CL00425,2025-03-02,Custom Development,one_time,9134.41,0.0,9134.41,Won,68,Léa M.
SAL004563,CL00377,2025-03-03,Premium Support,subscription,229.86,11.49,218.37,Won,48,Léa M.
SAL005813,CL00479,2025-03-03,Core Premium,subscription,1773.49,354.7,1418.79,Won,85,Yanis F.
SAL005439,CL00447,2025-03-03,Ledger Subscription,subscription,1011.11,151.67,859.44,Won,70,Sophie L.
SAL005322,CL00438,2025-03-03,Core Premium,subscription,4114.67,0.0,4114.67,Won,28,Karim T.
SAL006104,CL00499,2025-03-03,Training & Onboarding,one_time,1850.12,0.0,1850.12,Won,64,Sophie L.
SAL002835,CL00241,2025-03-03,Premium Support,subscription,733.87,110.08,623.79,Won,113,Amine B.
SAL005924,CL00486,2025-03-04,Custom Development,one_time,30863.98,0.0,30863.98,Won,85,Léa M.
SAL001677,CL00135,2025-03-04,Vector Subscription,subscription,2370.81,237.08,2133.73,Won,45,Léa M.
SAL000754,CL00071,2025-03-04,Training & Onboarding,one_time,3071.71,460.76,2610.95,Won,54,Léa M.
SAL004633,CL00382,2025-03-04,Custom Development,one_time,7955.23,0.0,7955.23,Won,22,Marie D.
SAL000973,CL00082,2025-03-04,Core Premium,subscription,2477.99,123.9,2354.09,Won,53,Sophie L.
SAL006100,CL00499,2025-03-05,Training & Onboarding,one_time,1682.72,84.14,1598.58,Won,44,Sophie L.
SAL003784,CL00322,2025-03-05,Training & Onboarding,one_time,4134.2,0.0,4134.2,Won,80,Sophie L.
SAL001648,CL00133,2025-03-05,Vector Subscription,subscription,1767.43,0.0,1767.43,Won,22,Sophie L.
SAL003266,CL00277,2025-03-05,Training & Onboarding,one_time,3310.99,165.55,3145.44,Won,104,Léa M.
SAL004711,CL00389,2025-03-05,Core Premium,subscription,6553.47,0.0,6553.47,Won,7,Amine B.
SAL003385,CL00284,2025-03-05,Premium Support,subscription,336.52,33.65,302.87,Won,36,Léa M.
SAL003682,CL00313,2025-03-06,Ledger Subscription,subscription,553.05,110.61,442.44,Won,43,Yanis F.
SAL005217,CL00425,2025-03-06,Custom Development,one_time,28855.29,4328.29,24527.0,Won,112,Léa M.
SAL002619,CL00225,2025-03-06,Core Premium,subscription,4659.32,698.9,3960.42,Won,78,Karim T.
SAL005743,CL00475,2025-03-06,Custom Development,one_time,18994.03,0.0,18994.03,Won,42,Sophie L.
SAL005803,CL00479,2025-03-06,Ledger Subscription,subscription,1056.46,105.65,950.81,Won,86,Yanis F.
SAL001541,CL00125,2025-03-06,Training & Onboarding,one_time,1455.34,218.3,1237.04,Won,92,Amine B.
SAL005117,CL00421,2025-03-06,Ledger Subscription,subscription,900.92,0.0,900.92,Won,7,Marie D.
SAL001609,CL00131,2025-03-06,Premium Support,subscription,495.03,24.75,470.28,Won,89,Marie D.
SAL004572,CL00377,2025-03-07,Premium Support,subscription,533.47,53.35,480.12,Won,92,Léa M.
SAL000275,CL00027,2025-03-07,Core Premium,subscription,2634.98,0.0,2634.98,Won,71,Amine B.
SAL001869,CL00155,2025-03-07,Ledger Subscription,subscription,974.05,0.0,974.05,Won,69,Marie D.
SAL005907,CL00484,2025-03-07,Lex Subscription,subscription,1034.9,103.49,931.41,Won,18,Marie D.
SAL005309,CL00434,2025-03-07,Training & Onboarding,one_time,2466.36,123.32,2343.04,Won,53,Marie D.
SAL000506,CL00053,2025-03-07,Premium Support,subscription,778.92,0.0,778.92,Won,74,Amine B.
SAL000110,CL00011,2025-03-07,Premium Support,subscription,769.71,76.97,692.74,Won,70,Karim T.
SAL000519,CL00053,2025-03-08,Custom Development,one_time,23695.05,0.0,23695.05,Won,10,Amine B.
SAL000477,CL00050,2025-03-08,Lex Subscription,subscription,1525.52,305.1,1220.42,Won,71,Léa M.
SAL000874,CL00075,2025-03-08,Core Premium,subscription,5327.68,799.15,4528.53,Won,62,Yanis F.
SAL000878,CL00075,2025-03-08,Training & Onboarding,one_time,2377.35,0.0,2377.35,Won,22,Yanis F.
SAL004144,CL00346,2025-03-08,Custom Development,one_time,23960.12,4792.02,19168.1,Won,32,Amine B.
SAL005822,CL00479,2025-03-08,Training & Onboarding,one_time,2344.05,0.0,2344.05,Won,24,Yanis F.
SAL004997,CL00409,2025-03-08,Custom Development,one_time,39070.37,0.0,39070.37,Won,8,Marie D.
SAL003120,CL00263,2025-03-08,Premium Support,subscription,744.48,37.22,707.26,Won,40,Léa M.
SAL002576,CL00222,2025-03-08,Custom Development,one_time,32256.37,4838.46,27417.91,Won,72,Léa M.
SAL000699,CL00068,2025-03-08,Custom Development,one_time,16896.77,0.0,16896.77,Won,9,Marie D.
SAL004490,CL00371,2025-03-08,Core Premium,subscription,4648.54,0.0,4648.54,Won,32,Léa M.
SAL005769,CL00477,2025-03-09,Core Premium,subscription,1930.46,289.57,1640.89,Won,12,Sophie L.
SAL001952,CL00168,2025-03-09,Core Premium,subscription,3197.7,0.0,3197.7,Won,53,Yanis F.
SAL004450,CL00366,2025-03-09,Ledger Subscription,subscription,1201.85,0.0,1201.85,Won,101,Sophie L.
SAL001390,CL00119,2025-03-09,Training & Onboarding,one_time,2926.47,0.0,2926.47,Won,38,Karim T.
SAL000969,CL00081,2025-03-09,Training & Onboarding,one_time,2213.15,0.0,2213.15,Won,81,Léa M.
